Material,Sales Organization,Distribution Channel,Product hierarchy
110000003803,IN03,SD,
110000003804,IN02,SD,
110000003804,IN03,SD,
110000003805,IN02,SD,
110000003805,IN03,SD,
110000003806,IN02,SD,
110000003806,IN03,SD,
110000003807,IN02,SD,
110000003807,IN03,SD,
110000003808,IN02,SD,
110000003808,IN03,SD,
110000003809,IN02,SD,
110000003809,IN03,SD,
110000003810,IN02,SD,
110000003810,IN03,SD,
110000003811,IN02,SD,
110000003811,IN03,SD,
110000003812,IN02,SD,
110000003812,IN03,SD,
110000003813,IN02,SD,
110000003813,IN03,SD,
110000003814,IN02,SD,
110000003814,IN03,SD,
110000003815,IN02,SD,
110000003815,IN03,SD,
110000003816,IN02,SD,
110000003816,IN03,SD,
110000003817,IN02,SD,
110000003817,IN03,SD,
110000003818,IN02,SD,
110000003818,IN03,SD,
110000003819,IN02,SD,
110000003819,IN03,SD,
110000003820,IN02,SD,
110000003820,IN03,SD,
110000003821,IN02,SD,
110000003821,IN03,SD,
110000003822,IN02,SD,
110000003822,IN03,SD,
110000003823,IN02,SD,
110000003823,IN03,SD,
110000003824,IN02,SD,
110000003824,IN03,SD,
110000003825,IN02,SD,
110000003825,IN03,SD,
110000003826,IN02,SD,
110000003826,IN03,SD,
110000003827,IN02,SD,
110000003827,IN03,SD,
110000003828,IN02,SD,
110000003828,IN03,SD,
110000003829,IN02,SD,
110000003829,IN03,SD,
110000003830,IN02,SD,
110000003830,IN03,SD,
110000003831,IN02,SD,
110000003831,IN03,SD,
110000003832,IN02,SD,
110000003832,IN03,SD,
110000003833,IN02,SD,
110000003833,IN03,SD,
110000003834,IN02,SD,
110000003834,IN03,SD,
110000003835,IN02,SD,
110000003835,IN03,SD,
110000003836,IN02,SD,
110000003836,IN03,SD,
110000003837,IN02,SD,
110000003837,IN03,SD,
110000003838,IN02,SD,
110000003838,IN03,SD,
110000003839,IN02,SD,
110000003839,IN03,SD,
110000003840,IN02,SD,
110000003840,IN03,SD,
110000003841,IN02,SD,
110000003841,IN03,SD,
110000003842,IN02,SD,
110000003842,IN03,SD,
110000003843,IN02,SD,
110000003843,IN03,SD,
110000003844,IN02,SD,
110000003844,IN03,SD,
110000003845,IN02,SD,
110000003845,IN03,SD,
110000003846,IN02,SD,
110000003846,IN03,SD,
110000003847,IN02,SD,
110000003847,IN03,SD,
110000003848,IN02,SD,
110000003848,IN03,SD,
110000003849,IN02,SD,
110000003849,IN03,SD,
110000003850,IN02,SD,
110000003850,IN03,SD,
110000003851,IN02,SD,
110000003851,IN03,SD,
110000003852,IN02,SD,
110000003852,IN03,SD,
110000003853,IN02,SD,
110000003853,IN03,SD,
110000003854,IN02,SD,
110000003854,IN03,SD,
110000003855,IN02,SD,
110000003855,IN03,SD,
110000003856,IN02,SD,
110000003856,IN03,SD,
110000003857,IN02,SD,
110000003857,IN03,SD,
110000003858,IN02,SD,
110000003858,IN03,SD,
110000003859,IN02,SD,
110000003859,IN03,SD,
110000003860,IN02,SD,
110000003860,IN03,SD,
110000003861,IN02,SD,
110000003861,IN03,SD,
110000003862,IN02,SD,
110000003862,IN03,SD,
110000003863,IN02,SD,
110000003863,IN03,SD,
110000003864,IN02,SD,
110000003864,IN03,SD,
110000003865,IN02,SD,
110000003865,IN03,SD,
110000003866,IN02,SD,
110000003866,IN03,SD,
110000003867,IN02,SD,
110000003867,IN03,SD,
110000003868,IN02,SD,
110000003868,IN03,SD,
110000003869,IN02,SD,
110000003869,IN03,SD,
110000003870,IN02,SD,
110000003870,IN03,SD,
110000003871,IN02,SD,
110000003871,IN03,SD,
110000003872,IN02,SD,
110000003872,IN03,SD,
110000003873,IN02,SD,
110000003873,IN03,SD,
110000003874,IN02,SD,
110000003874,IN03,SD,
110000003875,IN02,SD,
110000003875,IN03,SD,
110000003876,IN02,SD,
110000003876,IN03,SD,
110000003877,IN02,SD,
110000003877,IN03,SD,
110000003878,IN02,SD,
110000003878,IN03,SD,
110000003879,IN02,SD,
110000003879,IN03,SD,
110000003880,IN02,SD,
110000003880,IN03,SD,
110000003881,IN02,SD,
110000003881,IN03,SD,
110000003882,IN02,SD,
110000003882,IN03,SD,
110000003883,IN02,SD,
110000003883,IN03,SD,
110000003884,IN02,SD,
110000003884,IN03,SD,
110000003885,IN02,SD,
110000003885,IN03,SD,
110000003886,IN02,SD,
110000003886,IN03,SD,
110000003887,IN02,SD,
110000003887,IN03,SD,
110000003888,IN02,SD,
110000003888,IN03,SD,
110000003889,IN02,SD,
110000003889,IN03,SD,
110000003890,IN02,SD,
110000003890,IN03,SD,
110000003891,IN02,SD,
110000003891,IN03,SD,
110000003892,IN02,SD,
110000003892,IN03,SD,
110000003893,IN02,SD,
110000003893,IN03,SD,
110000003894,IN02,SD,
110000003894,IN03,SD,
110000003895,IN02,SD,
110000003895,IN03,SD,
110000003896,IN02,SD,
110000003896,IN03,SD,
110000003897,IN02,SD,
110000003897,IN03,SD,
110000003898,IN02,SD,
110000003898,IN03,SD,
110000003899,IN02,SD,
110000003899,IN03,SD,
110000003900,IN02,SD,
110000003900,IN03,SD,
110000003901,IN02,SD,
110000003901,IN03,SD,
110000003902,IN02,SD,
110000003902,IN03,SD,
110000003903,IN02,SD,
110000003903,IN03,SD,
110000003904,IN02,SD,
110000003904,IN03,SD,
110000003905,IN02,SD,
110000003905,IN03,SD,
110000003906,IN02,SD,
110000003906,IN03,SD,
110000003907,IN02,SD,
110000003907,IN03,SD,
110000003908,IN02,SD,
110000003908,IN03,SD,
110000003909,IN02,SD,
110000003909,IN03,SD,
110000003910,IN02,SD,
110000003910,IN03,SD,
110000003911,IN02,SD,
110000003911,IN03,SD,
110000003912,IN02,SD,
110000003912,IN03,SD,
110000003913,IN02,SD,
110000003913,IN03,SD,
110000003914,IN02,SD,
110000003914,IN03,SD,
110000003915,IN02,SD,
110000003915,IN03,SD,
110000003916,IN02,SD,
110000003916,IN03,SD,
110000003917,IN02,SD,
110000003917,IN03,SD,
110000003918,IN02,SD,
110000003918,IN03,SD,
110000003919,IN02,SD,
110000003919,IN03,SD,
110000003920,IN02,SD,
110000003920,IN03,SD,
110000003921,IN02,SD,
110000003921,IN03,SD,
110000003922,IN02,SD,
110000003922,IN03,SD,
110000003923,IN02,SD,
110000003923,IN03,SD,
110000003924,IN02,SD,
110000003924,IN03,SD,
110000003925,IN02,SD,
110000003925,IN03,SD,
110000003926,IN02,SD,
110000003926,IN03,SD,
110000003927,IN02,SD,
110000003927,IN03,SD,
110000003928,IN02,SD,
110000003928,IN03,SD,
110000003929,IN02,SD,
110000003929,IN03,SD,
110000003930,IN02,SD,
110000003930,IN03,SD,
110000003931,IN02,SD,
110000003931,IN03,SD,
110000003932,IN02,SD,
110000003932,IN03,SD,
110000003933,IN02,SD,
110000003933,IN03,SD,
110000003934,IN02,SD,
110000003934,IN03,SD,
110000003935,IN02,SD,
110000003935,IN03,SD,
110000003936,IN02,SD,
110000003936,IN03,SD,
110000003937,IN02,SD,
110000003937,IN03,SD,
110000003938,IN02,SD,
110000003938,IN03,SD,
110000003939,IN02,SD,
110000003939,IN03,SD,
110000003940,IN02,SD,
110000003940,IN03,SD,
110000003941,IN02,SD,
110000003941,IN03,SD,
110000003942,IN02,SD,
110000003942,IN03,SD,
110000003943,IN02,SD,
110000003943,IN03,SD,
110000003944,IN02,SD,
110000003944,IN03,SD,
110000003945,IN02,SD,
110000003945,IN03,SD,
110000003946,IN02,SD,
110000003946,IN03,SD,
110000003947,IN02,SD,
110000003947,IN03,SD,
110000003948,IN02,SD,
110000003948,IN03,SD,
110000003949,IN02,SD,
110000003949,IN03,SD,
110000003950,IN02,SD,
110000003950,IN03,SD,
110000003951,IN02,SD,
110000003951,IN03,SD,
110000003952,IN02,SD,
110000003952,IN03,SD,
110000003953,IN02,SD,
110000003953,IN03,SD,
110000003954,IN02,SD,
110000003954,IN03,SD,
110000003955,IN02,SD,
110000003955,IN03,SD,
110000003956,IN02,SD,
110000003956,IN03,SD,
110000003957,IN02,SD,
110000003957,IN03,SD,
110000003958,IN02,SD,
110000003958,IN03,SD,
110000003959,IN02,SD,
110000003959,IN03,SD,
110000003960,IN02,SD,
110000003960,IN03,SD,
110000003961,IN02,SD,
110000003961,IN03,SD,
110000003962,IN02,SD,
110000003962,IN03,SD,
110000003963,IN02,SD,
110000003963,IN03,SD,
110000003964,IN02,SD,
110000003964,IN03,SD,
110000003965,IN02,SD,
110000003965,IN03,SD,
110000003966,IN02,SD,
110000003966,IN03,SD,
110000003967,IN02,SD,
110000003967,IN03,SD,
110000003968,IN02,SD,
110000003968,IN03,SD,
110000003969,IN02,SD,
110000003969,IN03,SD,
110000003970,IN02,SD,
110000003970,IN03,SD,
110000003971,IN02,SD,
110000003971,IN03,SD,
110000003972,IN02,SD,
110000003972,IN03,SD,
110000003973,IN02,SD,
110000003973,IN03,SD,
110000003974,IN02,SD,
110000003974,IN03,SD,
110000003975,IN02,SD,
110000003975,IN03,SD,
110000003976,IN02,SD,
110000003976,IN03,SD,
110000003977,IN02,SD,
110000003977,IN03,SD,
110000003978,IN02,SD,
110000003978,IN03,SD,
110000003979,IN02,SD,
110000003979,IN03,SD,
110000003980,IN02,SD,
110000003980,IN03,SD,
110000003981,IN02,SD,
110000003981,IN03,SD,
110000003982,IN02,SD,
110000003982,IN03,SD,
110000003983,IN02,SD,
110000003983,IN03,SD,
110000003984,IN02,SD,
110000003984,IN03,SD,
110000003985,IN02,SD,
110000003985,IN03,SD,
110000003986,IN02,SD,
110000003986,IN03,SD,
110000003987,IN02,SD,
110000003987,IN03,SD,
110000003988,IN02,SD,
110000003988,IN03,SD,
110000003989,IN02,SD,
110000003989,IN03,SD,
110000003990,IN02,SD,
110000003990,IN03,SD,
110000003991,IN02,SD,
110000003991,IN03,SD,
110000003992,IN02,SD,
110000003992,IN03,SD,
110000003993,IN02,SD,
110000003993,IN03,SD,
110000003994,IN02,SD,
110000003994,IN03,SD,
110000003995,IN02,SD,
110000003995,IN03,SD,
110000003996,IN02,SD,
110000003996,IN03,SD,
110000003997,IN02,SD,
110000003997,IN03,SD,
110000003998,IN02,SD,
110000003998,IN03,SD,
110000003999,IN02,SD,
110000003999,IN03,SD,
110000004000,IN02,SD,
110000004000,IN03,SD,
110000004001,IN02,SD,
110000004001,IN03,SD,
110000004002,IN02,SD,
110000004002,IN03,SD,
110000004003,IN02,SD,
110000004003,IN03,SD,
110000004004,IN02,SD,
110000004004,IN03,SD,
110000004005,IN02,SD,
110000004005,IN03,SD,
110000004006,IN02,SD,
110000004006,IN03,SD,
110000004007,IN02,SD,
110000004007,IN03,SD,
110000004008,IN02,SD,
110000004008,IN03,SD,
110000004009,IN02,SD,
110000004009,IN03,SD,
110000004010,IN02,SD,
110000004010,IN03,SD,
110000004011,IN02,SD,
110000004011,IN03,SD,
110000004012,IN02,SD,
110000004012,IN03,SD,
110000004013,IN02,SD,
110000004013,IN03,SD,
110000004014,IN02,SD,
110000004014,IN03,SD,
110000004015,IN02,SD,
110000004015,IN03,SD,
110000004016,IN02,SD,
110000004016,IN03,SD,
110000004017,IN02,SD,
110000004017,IN03,SD,
110000004018,IN02,SD,
110000004018,IN03,SD,
110000004019,IN02,SD,
110000004019,IN03,SD,
110000004020,IN02,SD,
110000004020,IN03,SD,
110000004021,IN02,SD,
110000004021,IN03,SD,
110000004022,IN02,SD,
110000004022,IN03,SD,
110000004023,IN02,SD,
110000004023,IN03,SD,
110000004024,IN02,SD,
110000004024,IN03,SD,
110000004025,IN02,SD,
110000004025,IN03,SD,
110000004026,IN02,SD,
110000004026,IN03,SD,
110000004027,IN02,SD,
110000004027,IN03,SD,
110000004028,IN02,SD,
110000004028,IN03,SD,
110000004029,IN02,SD,
110000004029,IN03,SD,
110000004030,IN02,SD,
110000004030,IN03,SD,
110000004031,IN02,SD,
110000004031,IN03,SD,
110000004032,IN02,SD,
110000004032,IN03,SD,
110000004033,IN02,SD,
110000004033,IN03,SD,
110000004034,IN02,SD,
110000004034,IN03,SD,
110000004035,IN02,SD,
110000004035,IN03,SD,
110000004036,IN02,SD,
110000004036,IN03,SD,
110000004037,IN02,SD,
110000004037,IN03,SD,
110000004038,IN02,SD,
110000004038,IN03,SD,
110000004039,IN02,SD,
110000004039,IN03,SD,
110000004040,IN02,SD,
110000004040,IN03,SD,
110000004041,IN02,SD,
110000004041,IN03,SD,
110000004042,IN02,SD,
110000004042,IN03,SD,
110000004043,IN02,SD,
110000004043,IN03,SD,
110000004044,IN02,SD,
110000004044,IN03,SD,
110000004045,IN02,SD,
110000004045,IN03,SD,
110000004046,IN02,SD,
110000004046,IN03,SD,
110000004047,IN02,SD,
110000004047,IN03,SD,
110000004048,IN02,SD,
110000004048,IN03,SD,
110000004049,IN02,SD,
110000004049,IN03,SD,
110000004050,IN02,SD,
110000004050,IN03,SD,
110000004051,IN02,SD,
110000004051,IN03,SD,
110000004052,IN02,SD,
110000004052,IN03,SD,
110000004053,IN02,SD,
110000004053,IN03,SD,
110000004054,IN02,SD,
110000004054,IN03,SD,
110000004055,IN02,SD,
110000004055,IN03,SD,
110000004056,IN02,SD,
110000004056,IN03,SD,
110000004057,IN02,SD,
110000004057,IN03,SD,
110000004058,IN02,SD,
110000004058,IN03,SD,
110000004059,IN02,SD,
110000004059,IN03,SD,
110000004060,IN02,SD,
110000004060,IN03,SD,
110000004061,IN02,SD,
110000004061,IN03,SD,
110000004062,IN02,SD,
110000004062,IN03,SD,
110000004063,IN02,SD,
110000004063,IN03,SD,
110000004064,IN02,SD,
110000004064,IN03,SD,
110000004065,IN02,SD,
110000004065,IN03,SD,
110000004066,IN02,SD,
110000004066,IN03,SD,
110000004067,IN02,SD,
110000004067,IN03,SD,
110000004068,IN02,SD,
110000004068,IN03,SD,
110000004069,IN02,SD,
110000004069,IN03,SD,
110000004070,IN02,SD,
110000004070,IN03,SD,
110000004071,IN02,SD,
110000004071,IN03,SD,
110000004072,IN02,SD,
110000004072,IN03,SD,
110000004073,IN02,SD,
110000004073,IN03,SD,
110000004074,IN02,SD,
110000004074,IN03,SD,
110000004075,IN02,SD,
110000004075,IN03,SD,
110000004076,IN02,SD,
110000004076,IN03,SD,
110000004077,IN02,SD,
110000004077,IN03,SD,
110000004078,IN02,SD,
110000004078,IN03,SD,
110000004079,IN02,SD,
110000004079,IN03,SD,
110000004080,IN02,SD,
110000004080,IN03,SD,
110000004081,IN02,SD,
110000004081,IN03,SD,
110000004082,IN02,SD,
110000004082,IN03,SD,
110000004083,IN02,SD,
110000004083,IN03,SD,
110000004084,IN02,SD,
110000004084,IN03,SD,
110000004085,IN02,SD,
110000004085,IN03,SD,
110000004086,IN02,SD,
110000004086,IN03,SD,
110000004087,IN02,SD,
110000004087,IN03,SD,
110000004088,IN02,SD,
110000004088,IN03,SD,
110000004089,IN02,SD,
110000004089,IN03,SD,
110000004090,IN02,SD,
110000004090,IN03,SD,
110000004091,IN02,SD,
110000004091,IN03,SD,
110000004092,IN02,SD,
110000004092,IN03,SD,
110000004093,IN02,SD,
110000004093,IN03,SD,
110000004094,IN02,SD,
110000004094,IN03,SD,
110000004095,IN02,SD,
110000004095,IN03,SD,
110000004096,IN02,SD,
110000004096,IN03,SD,
110000004097,IN02,SD,
110000004097,IN03,SD,
110000004098,IN02,SD,
110000004098,IN03,SD,
110000004099,IN02,SD,
110000004099,IN03,SD,
110000004100,IN02,SD,
110000004100,IN03,SD,
110000004101,IN02,SD,
110000004101,IN03,SD,
110000004102,IN02,SD,
110000004102,IN03,SD,
110000004103,IN02,SD,
110000004103,IN03,SD,
110000004104,IN02,SD,
110000004104,IN03,SD,
110000004105,IN02,SD,
110000004105,IN03,SD,
110000004106,IN02,SD,
110000004106,IN03,SD,
110000004107,IN02,SD,
110000004107,IN03,SD,
110000004108,IN02,SD,
110000004108,IN03,SD,
110000004109,IN02,SD,
110000004109,IN03,SD,
110000004110,IN02,SD,
110000004110,IN03,SD,
110000004111,IN02,SD,
110000004111,IN03,SD,
110000004112,IN02,SD,
110000004112,IN03,SD,
110000004113,IN02,SD,
110000004113,IN03,SD,
110000004114,IN02,SD,
110000004114,IN03,SD,
110000004115,IN02,SD,
110000004115,IN03,SD,
110000004116,IN02,SD,
110000004116,IN03,SD,
110000004117,IN02,SD,
110000004117,IN03,SD,
110000004118,IN02,SD,
110000004118,IN03,SD,
110000004119,IN02,SD,
110000004119,IN03,SD,
110000004120,IN02,SD,
110000004120,IN03,SD,
110000004121,IN02,SD,
110000004121,IN03,SD,
110000004122,IN02,SD,
110000004122,IN03,SD,
110000004123,IN02,SD,
110000004123,IN03,SD,
110000004124,IN02,SD,
110000004124,IN03,SD,
110000004125,IN02,SD,
110000004125,IN03,SD,
110000004126,IN02,SD,
110000004126,IN03,SD,
110000004127,IN02,SD,
110000004127,IN03,SD,
110000004128,IN02,SD,
110000004128,IN03,SD,
110000004129,IN02,SD,
110000004129,IN03,SD,
110000004130,IN02,SD,
110000004130,IN03,SD,
110000004131,IN02,SD,
110000004131,IN03,SD,
110000004132,IN02,SD,
110000004132,IN03,SD,
110000004133,IN02,SD,
110000004133,IN03,SD,
110000004134,IN02,SD,
110000004134,IN03,SD,
110000004135,IN02,SD,
110000004135,IN03,SD,
110000004136,IN02,SD,
110000004136,IN03,SD,
110000004137,IN02,SD,
110000004137,IN03,SD,
110000004138,IN02,SD,
110000004138,IN03,SD,
110000004139,IN02,SD,
110000004139,IN03,SD,
110000004140,IN02,SD,
110000004140,IN03,SD,
110000004141,IN02,SD,
110000004141,IN03,SD,
110000004142,IN02,SD,
110000004142,IN03,SD,
110000004143,IN02,SD,
110000004143,IN03,SD,
110000004144,IN02,SD,
110000004144,IN03,SD,
110000004145,IN02,SD,
110000004145,IN03,SD,
110000004146,IN02,SD,
110000004146,IN03,SD,
110000004147,IN02,SD,
110000004147,IN03,SD,
110000004148,IN02,SD,
110000004148,IN03,SD,
110000004149,IN02,SD,
110000004149,IN03,SD,
110000004150,IN02,SD,
110000004150,IN03,SD,
110000004151,IN02,SD,
110000004151,IN03,SD,
110000004152,IN02,SD,
110000004152,IN03,SD,
110000004153,IN02,SD,
110000004153,IN03,SD,
110000004154,IN02,SD,
110000004154,IN03,SD,
110000004155,IN02,SD,
110000004155,IN03,SD,
110000004156,IN02,SD,
110000004156,IN03,SD,
110000004157,IN02,SD,
110000004157,IN03,SD,
110000004158,IN02,SD,
110000004158,IN03,SD,
110000004159,IN02,SD,
110000004159,IN03,SD,
110000004160,IN02,SD,
110000004160,IN03,SD,
110000004161,IN02,SD,
110000004161,IN03,SD,
110000004162,IN02,SD,
110000004162,IN03,SD,
110000004163,IN02,SD,
110000004163,IN03,SD,
110000004164,IN02,SD,
110000004164,IN03,SD,
110000004165,IN02,SD,
110000004165,IN03,SD,
110000004166,IN02,SD,
110000004166,IN03,SD,
110000004167,IN02,SD,
110000004167,IN03,SD,
110000004168,IN02,SD,
110000004168,IN03,SD,
110000004169,IN02,SD,
110000004169,IN03,SD,
110000004170,IN02,SD,
110000004170,IN03,SD,
110000004171,IN02,SD,
110000004171,IN03,SD,
110000004172,IN02,SD,
110000004172,IN03,SD,
110000004173,IN02,SD,
110000004173,IN03,SD,
110000004174,IN02,SD,
110000004174,IN03,SD,
110000004175,IN02,SD,
110000004175,IN03,SD,
110000004176,IN02,SD,
110000004176,IN03,SD,
110000004177,IN02,SD,
110000004177,IN03,SD,
110000004178,IN02,SD,
110000004178,IN03,SD,
110000004179,IN02,SD,
110000004179,IN03,SD,
110000004180,IN02,SD,
110000004180,IN03,SD,
110000004181,IN02,SD,
110000004181,IN03,SD,
110000004182,IN02,SD,
110000004182,IN03,SD,
110000004183,IN02,SD,
110000004183,IN03,SD,
110000004184,IN02,SD,
110000004184,IN03,SD,
110000004185,IN02,SD,
110000004185,IN03,SD,
110000004186,IN02,SD,
110000004186,IN03,SD,
110000004187,IN02,SD,
110000004187,IN03,SD,
110000004188,IN02,SD,
110000004188,IN03,SD,
110000004189,IN02,SD,
110000004189,IN03,SD,
110000004190,IN02,SD,
110000004190,IN03,SD,
110000004191,IN02,SD,
110000004191,IN03,SD,
110000004192,IN02,SD,
110000004192,IN03,SD,
110000004193,IN02,SD,
110000004193,IN03,SD,
110000004194,IN02,SD,
110000004194,IN03,SD,
110000004195,IN02,SD,
110000004195,IN03,SD,
110000004196,IN02,SD,
110000004196,IN03,SD,
110000004197,IN02,SD,
110000004197,IN03,SD,
110000004198,IN02,SD,
110000004198,IN03,SD,
110000004199,IN02,SD,
110000004199,IN03,SD,
110000004200,IN02,SD,
110000004200,IN03,SD,
110000004201,IN02,SD,
110000004201,IN03,SD,
110000004202,IN02,SD,
110000004202,IN03,SD,
110000004203,IN02,SD,
110000004203,IN03,SD,
110000004204,IN02,SD,
110000004204,IN03,SD,
110000004205,IN02,SD,
110000004205,IN03,SD,
110000004206,IN02,SD,
110000004206,IN03,SD,
110000004207,IN02,SD,
110000004207,IN03,SD,
110000004208,IN02,SD,
110000004208,IN03,SD,
110000004209,IN02,SD,
110000004209,IN03,SD,
110000004210,IN02,SD,
110000004210,IN03,SD,
110000004211,IN02,SD,
110000004211,IN03,SD,
110000004212,IN02,SD,
110000004212,IN03,SD,
110000004213,IN02,SD,
110000004213,IN03,SD,
110000004214,IN02,SD,
110000004214,IN03,SD,
110000004215,IN02,SD,
110000004215,IN03,SD,
110000004216,IN02,SD,
110000004216,IN03,SD,
110000004217,IN02,SD,
110000004217,IN03,SD,
110000004218,IN02,SD,
110000004218,IN03,SD,
110000004219,IN02,SD,
110000004219,IN03,SD,
110000004220,IN02,SD,
110000004220,IN03,SD,
110000004221,IN02,SD,
110000004221,IN03,SD,
110000004222,IN02,SD,
110000004222,IN03,SD,
110000004223,IN02,SD,
110000004223,IN03,SD,
110000004224,IN02,SD,
110000004224,IN03,SD,
110000004225,IN02,SD,
110000004225,IN03,SD,
110000004226,IN02,SD,
110000004226,IN03,SD,
110000004227,IN02,SD,
110000004227,IN03,SD,
110000004228,IN02,SD,
110000004228,IN03,SD,
110000004229,IN02,SD,
110000004229,IN03,SD,
110000004230,IN02,SD,
110000004230,IN03,SD,
110000004231,IN02,SD,
110000004231,IN03,SD,
110000004232,IN02,SD,
110000004232,IN03,SD,
110000004233,IN02,SD,
110000004233,IN03,SD,
110000004234,IN02,SD,
110000004234,IN03,SD,
110000004235,IN02,SD,
110000004235,IN03,SD,
110000004236,IN02,SD,
110000004236,IN03,SD,
110000004237,IN02,SD,
110000004237,IN03,SD,
110000004238,IN02,SD,
110000004238,IN03,SD,
110000004239,IN02,SD,
110000004239,IN03,SD,
110000004240,IN02,SD,
110000004240,IN03,SD,
110000004241,IN02,SD,
110000004241,IN03,SD,
110000004242,IN02,SD,
110000004242,IN03,SD,
110000004243,IN02,SD,
110000004243,IN03,SD,
110000004244,IN02,SD,
110000004244,IN03,SD,
110000004245,IN02,SD,
110000004245,IN03,SD,
110000004246,IN02,SD,
110000004246,IN03,SD,
110000004247,IN02,SD,
110000004247,IN03,SD,
110000004248,IN02,SD,
110000004248,IN03,SD,
110000004249,IN02,SD,
110000004249,IN03,SD,
110000004250,IN02,SD,
110000004250,IN03,SD,
110000004251,IN02,SD,
110000004251,IN03,SD,
110000004252,IN02,SD,
110000004252,IN03,SD,
110000004253,IN02,SD,
110000004253,IN03,SD,
110000004254,IN02,SD,
110000004254,IN03,SD,
110000004255,IN02,SD,
110000004255,IN03,SD,
110000004256,IN02,SD,
110000004256,IN03,SD,
110000004257,IN02,SD,
110000004257,IN03,SD,
110000004258,IN02,SD,
110000004258,IN03,SD,
110000004259,IN02,SD,
110000004259,IN03,SD,
110000004260,IN02,SD,
110000004260,IN03,SD,
110000004261,IN02,SD,
110000004261,IN03,SD,
110000004262,IN02,SD,
110000004262,IN03,SD,
110000004263,IN02,SD,
110000004263,IN03,SD,
110000004264,IN02,SD,
110000004264,IN03,SD,
110000004265,IN02,SD,
110000004265,IN03,SD,
110000004266,IN02,SD,
110000004266,IN03,SD,
110000004267,IN02,SD,
110000004267,IN03,SD,
110000004268,IN02,SD,
110000004268,IN03,SD,
110000004269,IN02,SD,
110000004269,IN03,SD,
110000004270,IN02,SD,
110000004270,IN03,SD,
110000004271,IN02,SD,
110000004271,IN03,SD,
110000004272,IN02,SD,
110000004272,IN03,SD,
110000004273,IN02,SD,
110000004273,IN03,SD,
110000004274,IN02,SD,
110000004274,IN03,SD,
110000004275,IN02,SD,
110000004275,IN03,SD,
110000004276,IN02,SD,
110000004276,IN03,SD,
110000004277,IN02,SD,
110000004277,IN03,SD,
110000004278,IN02,SD,
110000004278,IN03,SD,
110000004279,IN02,SD,
110000004279,IN03,SD,
110000004280,IN02,SD,
110000004280,IN03,SD,
110000004281,IN02,SD,
110000004281,IN03,SD,
110000004282,IN02,SD,
110000004282,IN03,SD,
110000004283,IN02,SD,
110000004283,IN03,SD,
110000004284,IN02,SD,
110000004284,IN03,SD,
110000004285,IN02,SD,
110000004285,IN03,SD,
110000004286,IN02,SD,
110000004286,IN03,SD,
110000004287,IN02,SD,
110000004287,IN03,SD,
110000004288,IN02,SD,
110000004288,IN03,SD,
110000004289,IN02,SD,
110000004289,IN03,SD,
110000004290,IN02,SD,
110000004290,IN03,SD,
110000004291,IN02,SD,
110000004291,IN03,SD,
110000004292,IN02,SD,
110000004292,IN03,SD,
110000004293,IN02,SD,
110000004293,IN03,SD,
110000004294,IN02,SD,
110000004294,IN03,SD,
110000004295,IN02,SD,
110000004295,IN03,SD,
110000004296,IN02,SD,
110000004296,IN03,SD,
110000004297,IN02,SD,
110000004297,IN03,SD,
110000004298,IN02,SD,
110000004298,IN03,SD,
110000004299,IN02,SD,
110000004299,IN03,SD,
110000004300,IN02,SD,
110000004300,IN03,SD,
110000004301,IN02,SD,
110000004301,IN03,SD,
110000004302,IN02,SD,
110000004302,IN03,SD,
110000004303,IN02,SD,
110000004303,IN03,SD,
110000004304,IN02,SD,
110000004304,IN03,SD,
110000004305,IN02,SD,
110000004305,IN03,SD,
110000004306,IN02,SD,
110000004306,IN03,SD,
110000004307,IN02,SD,
110000004307,IN03,SD,
110000004308,IN02,SD,
110000004308,IN03,SD,
110000004309,IN02,SD,
110000004309,IN03,SD,
110000004310,IN02,SD,
110000004310,IN03,SD,
110000004311,IN02,SD,
110000004311,IN03,SD,
110000004312,IN02,SD,
110000004312,IN03,SD,
110000004313,IN02,SD,
110000004313,IN03,SD,
110000004314,IN02,SD,
110000004314,IN03,SD,
110000004315,IN02,SD,
110000004315,IN03,SD,
110000004316,IN02,SD,
110000004316,IN03,SD,
110000004317,IN02,SD,
110000004317,IN03,SD,
110000004318,IN02,SD,
110000004318,IN03,SD,
110000004319,IN02,SD,
110000004319,IN03,SD,
110000004320,IN02,SD,
110000004320,IN03,SD,
110000004321,IN02,SD,
110000004321,IN03,SD,
110000004322,IN02,SD,
110000004322,IN03,SD,
110000004323,IN02,SD,
110000004323,IN03,SD,
110000004324,IN02,SD,
110000004324,IN03,SD,
110000004325,IN02,SD,
110000004325,IN03,SD,
110000004326,IN02,SD,
110000004326,IN03,SD,
110000004327,IN02,SD,
110000004327,IN03,SD,
110000004328,IN02,SD,
110000004328,IN03,SD,
110000004329,IN02,SD,
110000004329,IN03,SD,
110000004330,IN02,SD,
110000004330,IN03,SD,
110000004331,IN02,SD,
110000004331,IN03,SD,
110000004332,IN02,SD,
110000004332,IN03,SD,
110000004333,IN02,SD,
110000004333,IN03,SD,
110000004334,IN02,SD,
110000004334,IN03,SD,
110000004335,IN02,SD,
110000004335,IN03,SD,
110000004336,IN02,SD,
110000004336,IN03,SD,
110000004337,IN02,SD,
110000004337,IN03,SD,
110000004338,IN02,SD,
110000004338,IN03,SD,
110000004339,IN02,SD,
110000004339,IN03,SD,
110000004340,IN02,SD,
