Doc. Condition No.,ItemNo,Step Number,Counter,Condition Type,Calculation Type,Amount,Currency,Condition Unit,Value
1000031114,82,15,1,ZA00,A,0.0,,,0.0
1000031115,83,15,1,ZA00,A,0.0,,,0.0
1000031116,84,15,1,ZA00,A,0.0,,,0.0
1000031117,124,15,1,ZA00,A,0.0,,,0.0
1000031118,125,15,1,ZA00,A,0.0,,,0.0
1000031119,126,15,1,ZA00,A,0.0,,,0.0
1000031120,127,15,1,ZA00,A,0.0,,,0.0
1000031121,128,15,1,ZA00,A,0.0,,,0.0
1000031122,129,15,1,ZA00,A,0.0,,,0.0
1000031123,130,15,1,ZA00,A,0.0,,,0.0
1000031124,131,15,1,ZA00,A,0.0,,,0.0
1000031125,132,15,1,ZA00,A,0.0,,,0.0
1000031126,133,15,1,ZA00,A,0.0,,,0.0
1000031127,134,15,1,ZA00,A,0.0,,,0.0
1000031131,2,15,1,ZA00,A,0.0,,,0.0
1000031134,2,15,1,ZA00,A,0.0,,,0.0
1000031135,4,15,1,ZA00,A,0.0,,,0.0
1000031136,6,15,1,ZA00,A,0.0,,,0.0
1000031141,2,15,1,ZA00,A,0.0,,,0.0
1000031147,42,15,1,ZA00,A,0.0,,,0.0
1000031152,2,15,1,ZA00,A,0.0,,,0.0
1000031160,2,15,1,ZA00,A,0.0,,,0.0
1000031166,2,15,1,ZA00,A,0.0,,,0.0
1000031170,12,15,1,ZA00,A,0.0,,,0.0
1000031171,74,15,1,ZA00,A,0.0,,,0.0
1000031172,114,15,1,ZA00,A,0.0,,,0.0
1000031173,154,15,1,ZA00,A,0.0,,,0.0
1000031174,194,15,1,ZA00,A,0.0,,,0.0
1000031175,234,15,1,ZA00,A,0.0,,,0.0
1000031176,274,15,1,ZA00,A,0.0,,,0.0
1000031177,314,15,1,ZA00,A,0.0,,,0.0
1000031179,8,15,1,ZA00,A,0.0,,,0.0
1000031180,10,15,1,ZA00,A,0.0,,,0.0
1000031181,12,15,1,ZA00,A,0.0,,,0.0
1000031182,14,15,1,ZA00,A,0.0,,,0.0
1000031183,16,15,1,ZA00,A,0.0,,,0.0
1000031188,2,15,1,ZA00,A,0.0,,,0.0
1000031195,2,15,1,ZA00,A,0.0,,,0.0
1000031198,2,15,1,ZA00,A,0.0,,,0.0
1000031201,2,15,1,ZA00,A,0.0,,,0.0
1000031206,3,15,1,ZA00,A,0.0,,,0.0
1000031206,4,15,1,ZA00,A,0.0,,,0.0
1000031212,2,15,1,ZA00,A,0.0,,,0.0
1000031238,2,15,1,ZA00,A,0.0,,,0.0
1000031242,2,15,1,ZA00,A,0.0,,,0.0
1000031246,2,15,1,ZA00,A,0.0,,,0.0
1000031248,2,15,1,ZA00,A,0.0,,,0.0
1000031250,2,15,1,ZA00,A,0.0,,,0.0
1000031253,2,15,1,ZA00,A,0.0,,,0.0
1000031261,2,15,1,ZA00,A,0.0,,,0.0
1000031280,2,15,1,ZA00,A,0.0,,,0.0
1000031282,2,15,1,ZA00,A,0.0,,,0.0
1000031296,2,15,1,ZA00,A,0.0,,,0.0
1000031298,42,15,1,ZA00,A,0.0,,,0.0
1000031300,2,15,1,ZA00,A,0.0,,,0.0
1000031302,42,15,1,ZA00,A,0.0,,,0.0
1000031304,2,15,1,ZA00,A,0.0,,,0.0
1000031306,42,15,1,ZA00,A,0.0,,,0.0
1000031308,2,15,1,ZA00,A,0.0,,,0.0
1000031310,2,15,1,ZA00,A,0.0,,,0.0
1000031312,43,15,1,ZA00,A,0.0,,,0.0
1000031314,84,15,1,ZA00,A,0.0,,,0.0
1000031316,2,15,1,ZA00,A,0.0,,,0.0
1000031318,2,15,1,ZA00,A,0.0,,,0.0
1000031320,42,15,1,ZA00,A,0.0,,,0.0
1000031322,2,15,1,ZA00,A,0.0,,,0.0
1000031325,2,15,1,ZA00,A,0.0,,,0.0
1000031327,42,15,1,ZA00,A,0.0,,,0.0
1000031329,2,15,1,ZA00,A,0.0,,,0.0
1000031333,2,15,1,ZA00,A,0.0,,,0.0
1000031337,2,15,1,ZA00,A,0.0,,,0.0
1000031339,42,15,1,ZA00,A,0.0,,,0.0
1000031341,43,15,1,ZA00,A,0.0,,,0.0
1000031343,4,15,1,ZA00,A,0.0,,,0.0
1000031346,2,15,1,ZA00,A,0.0,,,0.0
1000031347,4,15,1,ZA00,A,0.0,,,0.0
1000031348,6,15,1,ZA00,A,0.0,,,0.0
1000031349,124,15,1,ZA00,A,0.0,,,0.0
1000031350,164,15,1,ZA00,A,0.0,,,0.0
1000031354,2,15,1,ZA00,A,0.0,,,0.0
1000031357,2,15,1,ZA00,A,0.0,,,0.0
1000031358,84,15,1,ZA00,A,0.0,,,0.0
1000031376,64,15,1,ZA00,A,0.0,,,0.0
1000031377,66,15,1,ZA00,A,0.0,,,0.0
1000031378,68,15,1,ZA00,A,0.0,,,0.0
1000031379,70,15,1,ZA00,A,0.0,,,0.0
1000031380,227,15,1,ZA00,A,0.0,,,0.0
1000031384,2,15,1,ZA00,A,0.0,,,0.0
1000031388,84,15,1,ZA00,A,0.0,,,0.0
1000031390,122,15,1,ZA00,A,0.0,,,0.0
1000031392,2,15,1,ZA00,A,0.0,,,0.0
1000031394,2,15,1,ZA00,A,0.0,,,0.0
1000031395,3,15,1,ZA00,A,0.0,,,0.0
1000031404,2,15,1,ZA00,A,0.0,,,0.0
1000031408,2,15,1,ZA00,A,0.0,,,0.0
1000031412,2,15,1,ZA00,A,0.0,,,0.0
1000031416,2,15,1,ZA00,A,0.0,,,0.0
1000031421,3,15,1,ZA00,A,0.0,,,0.0
1000031421,4,15,1,ZA00,A,0.0,,,0.0
1000031425,3,15,1,ZA00,A,0.0,,,0.0
1000031425,4,15,1,ZA00,A,0.0,,,0.0
1000031429,2,15,1,ZA00,A,0.0,,,0.0
1000031435,3,15,1,ZA00,A,0.0,,,0.0
1000031435,4,15,1,ZA00,A,0.0,,,0.0
1000031463,2,15,1,ZA00,A,0.0,,,0.0
1000031465,2,15,1,ZA00,A,0.0,,,0.0
1000031469,2,15,1,ZA00,A,0.0,,,0.0
1000031477,2,15,1,ZA00,A,0.0,,,0.0
1000031483,2,15,1,ZA00,A,0.0,,,0.0
1000031483,3,15,1,ZA00,A,0.0,,,0.0
1000031483,4,15,1,ZA00,A,0.0,,,0.0
1000031483,5,15,1,ZA00,A,0.0,,,0.0
1000031483,6,15,1,ZA00,A,0.0,,,0.0
1000031485,2,15,1,ZA00,A,0.0,,,0.0
1000031489,2,15,1,ZA00,A,0.0,,,0.0
1000031492,2,15,1,ZA00,A,0.0,,,0.0
1000031493,84,15,1,ZA00,A,0.0,,,0.0
1000031495,2,15,1,ZA00,A,0.0,,,0.0
1000031495,3,15,1,ZA00,A,0.0,,,0.0
1000031495,4,15,1,ZA00,A,0.0,,,0.0
1000031495,5,15,1,ZA00,A,0.0,,,0.0
1000031495,6,15,1,ZA00,A,0.0,,,0.0
1000031495,7,15,1,ZA00,A,0.0,,,0.0
1000031495,8,15,1,ZA00,A,0.0,,,0.0
1000031495,9,15,1,ZA00,A,0.0,,,0.0
1000031497,2,15,1,ZA00,A,0.0,,,0.0
1000031497,3,15,1,ZA00,A,0.0,,,0.0
1000031497,4,15,1,ZA00,A,0.0,,,0.0
1000031497,5,15,1,ZA00,A,0.0,,,0.0
1000031497,6,15,1,ZA00,A,0.0,,,0.0
1000031502,2,15,1,ZA00,A,0.0,,,0.0
1000031502,3,15,1,ZA00,A,0.0,,,0.0
1000031502,4,15,1,ZA00,A,0.0,,,0.0
1000031504,2,15,1,ZA00,A,0.0,,,0.0
1000031504,3,15,1,ZA00,A,0.0,,,0.0
1000031504,4,15,1,ZA00,A,0.0,,,0.0
1000031507,2,15,1,ZA00,A,0.0,,,0.0
1000031507,3,15,1,ZA00,A,0.0,,,0.0
1000031507,4,15,1,ZA00,A,0.0,,,0.0
1000031507,5,15,1,ZA00,A,0.0,,,0.0
1000031507,6,15,1,ZA00,A,0.0,,,0.0
1000031509,2,15,1,ZA00,A,0.0,,,0.0
1000031511,4,15,1,ZA00,A,0.0,,,0.0
1000031513,6,15,1,ZA00,A,0.0,,,0.0
1000031515,8,15,1,ZA00,A,0.0,,,0.0
1000031517,10,15,1,ZA00,A,0.0,,,0.0
1000031519,12,15,1,ZA00,A,0.0,,,0.0
1000031521,14,15,1,ZA00,A,0.0,,,0.0
1000031523,16,15,1,ZA00,A,0.0,,,0.0
1000031525,18,15,1,ZA00,A,0.0,,,0.0
1000031527,20,15,1,ZA00,A,0.0,,,0.0
1000031529,2,15,1,ZA00,A,0.0,,,0.0
1000031529,3,15,1,ZA00,A,0.0,,,0.0
1000031529,4,15,1,ZA00,A,0.0,,,0.0
1000031529,5,15,1,ZA00,A,0.0,,,0.0
1000031529,6,15,1,ZA00,A,0.0,,,0.0
1000031532,2,15,1,ZA00,A,0.0,,,0.0
1000031534,4,15,1,ZA00,A,0.0,,,0.0
1000031536,6,15,1,ZA00,A,0.0,,,0.0
1000031538,8,15,1,ZA00,A,0.0,,,0.0
1000031540,10,15,1,ZA00,A,0.0,,,0.0
1000031542,12,15,1,ZA00,A,0.0,,,0.0
1000031544,14,15,1,ZA00,A,0.0,,,0.0
1000031546,16,15,1,ZA00,A,0.0,,,0.0
1000031548,18,15,1,ZA00,A,0.0,,,0.0
1000031550,20,15,1,ZA00,A,0.0,,,0.0
1000031552,2,15,1,ZA00,A,0.0,,,0.0
1000031552,3,15,1,ZA00,A,0.0,,,0.0
1000031552,4,15,1,ZA00,A,0.0,,,0.0
1000031554,2,15,1,ZA00,A,0.0,,,0.0
1000031558,2,15,1,ZA00,A,0.0,,,0.0
1000031560,4,15,1,ZA00,A,0.0,,,0.0
1000031562,6,15,1,ZA00,A,0.0,,,0.0
1000031564,2,15,1,ZA00,A,0.0,,,0.0
1000031568,2,15,1,ZA00,A,0.0,,,0.0
1000031568,3,15,1,ZA00,A,0.0,,,0.0
1000031568,4,15,1,ZA00,A,0.0,,,0.0
1000031570,2,15,1,ZA00,A,0.0,,,0.0
1000031570,3,15,1,ZA00,A,0.0,,,0.0
1000031570,4,15,1,ZA00,A,0.0,,,0.0
1000031570,5,15,1,ZA00,A,0.0,,,0.0
1000031570,6,15,1,ZA00,A,0.0,,,0.0
1000031570,7,15,1,ZA00,A,0.0,,,0.0
1000031570,8,15,1,ZA00,A,0.0,,,0.0
1000031570,9,15,1,ZA00,A,0.0,,,0.0
1000031572,2,15,1,ZA00,A,0.0,,,0.0
1000031576,2,15,1,ZA00,A,0.0,,,0.0
1000031578,2,15,1,ZA00,A,0.0,,,0.0
1000031590,2,15,1,ZA00,A,0.0,,,0.0
1000031591,3,15,1,ZA00,A,0.0,,,0.0
1000031593,2,15,1,ZA00,A,0.0,,,0.0
1000031594,3,15,1,ZA00,A,0.0,,,0.0
1000031596,2,15,1,ZA00,A,0.0,,,0.0
1000031597,3,15,1,ZA00,A,0.0,,,0.0
1000031599,2,15,1,ZA00,A,0.0,,,0.0
1000031600,3,15,1,ZA00,A,0.0,,,0.0
1000031606,2,15,1,ZA00,A,0.0,,,0.0
1000031607,3,15,1,ZA00,A,0.0,,,0.0
1000031611,2,15,1,ZA00,A,0.0,,,0.0
1000031612,3,15,1,ZA00,A,0.0,,,0.0
1000031613,4,15,1,ZA00,A,0.0,,,0.0
1000031615,2,15,1,ZA00,A,0.0,,,0.0
1000031722,3,15,1,ZA00,A,0.0,,,0.0
1000031735,2,15,1,ZA00,A,0.0,,,0.0
1000031741,2,15,1,ZA00,A,0.0,,,0.0
1000031745,2,15,1,ZA00,A,0.0,,,0.0
1000031747,4,15,1,ZA00,A,0.0,,,0.0
1000031749,6,15,1,ZA00,A,0.0,,,0.0
1000031751,8,15,1,ZA00,A,0.0,,,0.0
1000031753,10,15,1,ZA00,A,0.0,,,0.0
1000031761,2,15,1,ZA00,A,0.0,,,0.0
1000031765,2,15,1,ZA00,A,0.0,,,0.0
1000031767,2,15,1,ZA00,A,0.0,,,0.0
1000031768,6,15,1,ZA00,A,0.0,,,0.0
1000031769,8,15,1,ZA00,A,0.0,,,0.0
1000031770,10,15,1,ZA00,A,0.0,,,0.0
1000031776,2,15,1,ZA00,A,0.0,,,0.0
1000031780,5,15,1,ZA00,A,0.0,,,0.0
1000031780,6,15,1,ZA00,A,0.0,,,0.0
1000031780,7,15,1,ZA00,A,0.0,,,0.0
1000031780,8,15,1,ZA00,A,0.0,,,0.0
1000031785,2,15,1,ZA00,A,0.0,,,0.0
1000031787,2,15,1,ZA00,A,0.0,,,0.0
1000031792,2,15,1,ZA00,A,0.0,,,0.0
1000031794,2,15,1,ZA00,A,0.0,,,0.0
1000031796,2,15,1,ZA00,A,0.0,,,0.0
1000031799,2,15,1,ZA00,A,0.0,,,0.0
1000031812,2,15,1,ZA00,A,0.0,,,0.0
1000031815,2,15,1,ZA00,A,0.0,,,0.0
1000031817,2,15,1,ZA00,A,0.0,,,0.0
1000031818,4,15,1,ZA00,A,0.0,,,0.0
1000031821,2,15,1,ZA00,A,0.0,,,0.0
1000031837,2,15,1,ZA00,A,0.0,,,0.0
1000031838,4,15,1,ZA00,A,0.0,,,0.0
1000031839,6,15,1,ZA00,A,0.0,,,0.0
1000031841,2,15,1,ZA00,A,0.0,,,0.0
1000031843,43,15,1,ZA00,A,0.0,,,0.0
1000031845,84,15,1,ZA00,A,0.0,,,0.0
1000031847,125,15,1,ZA00,A,0.0,,,0.0
1000031849,166,15,1,ZA00,A,0.0,,,0.0
1000031851,207,15,1,ZA00,A,0.0,,,0.0
1000031853,248,15,1,ZA00,A,0.0,,,0.0
1000031857,2,15,1,ZA00,A,0.0,,,0.0
1000031861,2,15,1,ZA00,A,0.0,,,0.0
1000031865,2,15,1,ZA00,A,0.0,,,0.0
1000031871,2,15,1,ZA00,A,0.0,,,0.0
1000031875,2,15,1,ZA00,A,0.0,,,0.0
1000031880,43,15,1,ZA00,A,0.0,,,0.0
1000031882,2,15,1,ZA00,A,0.0,,,0.0
1000031884,2,15,1,ZA00,A,0.0,,,0.0
1000031886,2,15,1,ZA00,A,0.0,,,0.0
1000031890,2,15,1,ZA00,A,0.0,,,0.0
1000031896,2,15,1,ZA00,A,0.0,,,0.0
1000031898,4,15,1,ZA00,A,0.0,,,0.0
1000031917,2,15,1,ZA00,A,0.0,,,0.0
1000031927,246,15,1,ZA00,A,0.0,,,0.0
1000031927,246,15,2,KZ01,A,0.0,,,0.0
1000031927,246,15,3,GPRO,A,0.0,,,0.0
1000031929,287,15,1,ZA00,A,0.0,,,0.0
1000031929,287,15,2,KZ01,A,0.0,,,0.0
1000031929,287,15,3,GPRO,A,0.0,,,0.0
1000031939,2,15,1,ZA00,A,0.0,,,0.0
1000031948,3,15,1,ZA00,A,0.0,,,0.0
1000031956,2,15,1,ZA00,A,0.0,,,0.0
1000031960,2,15,1,ZA00,A,0.0,,,0.0
1000031966,2,15,1,ZA00,A,0.0,,,0.0
1000031968,2,15,1,ZA00,A,0.0,,,0.0
1000031970,4,15,1,ZA00,A,0.0,,,0.0
1000031972,6,15,1,ZA00,A,0.0,,,0.0
1000031974,8,15,1,ZA00,A,0.0,,,0.0
1000031976,10,15,1,ZA00,A,0.0,,,0.0
1000031977,121,15,1,ZA00,A,0.0,,,0.0
1000031981,2,15,1,ZA00,A,0.0,,,0.0
1000031982,43,15,1,ZA00,A,0.0,,,0.0
1000031983,84,15,1,ZA00,A,0.0,,,0.0
1000031987,2,15,1,ZA00,A,0.0,,,0.0
1000031991,2,15,1,ZA00,A,0.0,,,0.0
1000031995,4,15,1,ZA00,A,0.0,,,0.0
1000032000,8,15,1,ZA00,A,0.0,,,0.0
1000032001,10,15,1,ZA00,A,0.0,,,0.0
1000032004,2,15,1,ZA00,A,0.0,,,0.0
1000032006,4,15,1,ZA00,A,0.0,,,0.0
1000032008,6,15,1,ZA00,A,0.0,,,0.0
1000032010,8,15,1,ZA00,A,0.0,,,0.0
1000032012,2,15,1,ZA00,A,0.0,,,0.0
1000032014,6,15,1,ZA00,A,0.0,,,0.0
1000032016,8,15,1,ZA00,A,0.0,,,0.0
1000032020,2,15,1,ZA00,A,0.0,,,0.0
1000032024,2,15,1,ZA00,A,0.0,,,0.0
1000032027,2,15,1,ZA00,A,0.0,,,0.0
1000032028,43,15,1,ZA00,A,0.0,,,0.0
1000032029,84,15,1,ZA00,A,0.0,,,0.0
1000032031,2,15,1,ZA00,A,0.0,,,0.0
1000032033,4,15,1,ZA00,A,0.0,,,0.0
1000032035,6,15,1,ZA00,A,0.0,,,0.0
1000032037,8,15,1,ZA00,A,0.0,,,0.0
1000032039,10,15,1,ZA00,A,0.0,,,0.0
1000032041,12,15,1,ZA00,A,0.0,,,0.0
1000032043,14,15,1,ZA00,A,0.0,,,0.0
1000032045,16,15,1,ZA00,A,0.0,,,0.0
1000032047,2,15,1,ZA00,A,0.0,,,0.0
1000032049,43,15,1,ZA00,A,0.0,,,0.0
1000032051,2,15,1,ZA00,A,0.0,,,0.0
1000032055,2,15,1,ZA00,A,0.0,,,0.0
1000032056,43,15,1,ZA00,A,0.0,,,0.0
1000032057,84,15,1,ZA00,A,0.0,,,0.0
1000032063,2,15,1,ZA00,A,0.0,,,0.0
1000032064,43,15,1,ZA00,A,0.0,,,0.0
1000032065,84,15,1,ZA00,A,0.0,,,0.0
1000032067,2,15,1,ZA00,A,0.0,,,0.0
1000032069,2,15,1,ZA00,A,0.0,,,0.0
1000032070,43,15,1,ZA00,A,0.0,,,0.0
1000032071,84,15,1,ZA00,A,0.0,,,0.0
1000032072,2,15,1,ZA00,A,0.0,,,0.0
1000032073,43,15,1,ZA00,A,0.0,,,0.0
1000032075,2,15,1,ZA00,A,0.0,,,0.0
1000032076,43,15,1,ZA00,A,0.0,,,0.0
1000032079,2,15,1,ZA00,A,0.0,,,0.0
1000032083,2,15,1,ZA00,A,0.0,,,0.0
1000032084,4,15,1,ZA00,A,0.0,,,0.0
1000032085,6,15,1,ZA00,A,0.0,,,0.0
1000032086,8,15,1,ZA00,A,0.0,,,0.0
1000032087,2,15,1,ZA00,A,0.0,,,0.0
1000032088,43,15,1,ZA00,A,0.0,,,0.0
1000032090,2,15,1,ZA00,A,0.0,,,0.0
1000032091,4,15,1,ZA00,A,0.0,,,0.0
1000032092,6,15,1,ZA00,A,0.0,,,0.0
1000032093,8,15,1,ZA00,A,0.0,,,0.0
1000032094,10,15,1,ZA00,A,0.0,,,0.0
1000032095,12,15,1,ZA00,A,0.0,,,0.0
1000032096,14,15,1,ZA00,A,0.0,,,0.0
1000032097,16,15,1,ZA00,A,0.0,,,0.0
1000032099,2,15,1,ZA00,A,0.0,,,0.0
1000032100,43,15,1,ZA00,A,0.0,,,0.0
1000032101,2,15,1,ZA00,A,0.0,,,0.0
1000032102,43,15,1,ZA00,A,0.0,,,0.0
1000032104,2,15,1,ZA00,A,0.0,,,0.0
1000032106,2,15,1,ZA00,A,0.0,,,0.0
1000032107,43,15,1,ZA00,A,0.0,,,0.0
1000032109,18,15,1,ZA00,A,0.0,,,0.0
1000032111,2,15,1,ZA00,A,0.0,,,0.0
1000032113,43,15,1,ZA00,A,0.0,,,0.0
1000032115,2,15,1,ZA00,A,0.0,,,0.0
1000032116,4,15,1,ZA00,A,0.0,,,0.0
1000032117,6,15,1,ZA00,A,0.0,,,0.0
1000032118,8,15,1,ZA00,A,0.0,,,0.0
1000032119,10,15,1,ZA00,A,0.0,,,0.0
1000032120,12,15,1,ZA00,A,0.0,,,0.0
1000032121,14,15,1,ZA00,A,0.0,,,0.0
1000032122,16,15,1,ZA00,A,0.0,,,0.0
1000032125,2,15,1,ZA00,A,0.0,,,0.0
1000032126,43,15,1,ZA00,A,0.0,,,0.0
1000032130,2,15,1,ZA00,A,0.0,,,0.0
1000032132,43,15,1,ZA00,A,0.0,,,0.0
1000032136,3,15,1,ZA00,A,0.0,,,0.0
1000032136,4,15,1,ZA00,A,0.0,,,0.0
1000032140,2,15,1,ZA00,A,0.0,,,0.0
1000032144,2,15,1,ZA00,A,0.0,,,0.0
1000032146,4,15,1,ZA00,A,0.0,,,0.0
1000032148,6,15,1,ZA00,A,0.0,,,0.0
1000032150,8,15,1,ZA00,A,0.0,,,0.0
1000032152,2,15,1,ZA00,A,0.0,,,0.0
1000032154,2,15,1,ZA00,A,0.0,,,0.0
1000032155,43,15,1,ZA00,A,0.0,,,0.0
1000032157,2,15,1,ZA00,A,0.0,,,0.0
1000032160,2,15,1,ZA00,A,0.0,,,0.0
1000032161,43,15,1,ZA00,A,0.0,,,0.0
1000032163,2,15,1,ZA00,A,0.0,,,0.0
1000032165,43,15,1,ZA00,A,0.0,,,0.0
1000032167,2,15,1,ZA00,A,0.0,,,0.0
1000032171,2,15,1,ZA00,A,0.0,,,0.0
1000032175,2,15,1,ZA00,A,0.0,,,0.0
1000032176,43,15,1,ZA00,A,0.0,,,0.0
1000032178,2,15,1,ZA00,A,0.0,,,0.0
1000032180,2,15,1,ZA00,A,0.0,,,0.0
1000032183,2,15,1,ZA00,A,0.0,,,0.0
1000032187,82,15,1,ZA00,A,0.0,,,0.0
1000032191,203,15,1,ZA00,A,0.0,,,0.0
1000032193,2,15,1,ZA00,A,0.0,,,0.0
1000032195,2,15,1,ZA00,A,0.0,,,0.0
1000032198,82,15,1,ZA00,A,0.0,,,0.0
1000032199,203,15,1,ZA00,A,0.0,,,0.0
1000032201,2,15,1,ZA00,A,0.0,,,0.0
1000032205,2,15,1,ZA00,A,0.0,,,0.0
1000032215,2,15,1,ZA00,A,0.0,,,0.0
1000032218,2,15,1,ZA00,A,0.0,,,0.0
1000032220,6,15,1,ZA00,A,0.0,,,0.0
1000032222,2,15,1,ZA00,A,0.0,,,0.0
1000032224,2,15,1,ZA00,A,0.0,,,0.0
1000032225,43,15,1,ZA00,A,0.0,,,0.0
1000032226,84,15,1,ZA00,A,0.0,,,0.0
1000032229,2,15,1,ZA00,A,0.0,,,0.0
1000032235,2,15,1,ZA00,A,0.0,,,0.0
1000032236,3,15,1,ZA00,A,0.0,,,0.0
1000032254,43,15,1,ZA00,A,0.0,,,0.0
1000032254,44,15,1,ZA00,A,0.0,,,0.0
1000032266,2,15,1,ZA00,A,0.0,,,0.0
1000032267,43,15,1,ZA00,A,0.0,,,0.0
1000032268,84,15,1,ZA00,A,0.0,,,0.0
1000032269,125,15,1,ZA00,A,0.0,,,0.0
1000032270,166,15,1,ZA00,A,0.0,,,0.0
1000032271,207,15,1,ZA00,A,0.0,,,0.0
1000032272,248,15,1,ZA00,A,0.0,,,0.0
1000032276,2,15,1,ZA00,A,0.0,,,0.0
1000032277,4,15,1,ZA00,A,0.0,,,0.0
1000032278,6,15,1,ZA00,A,0.0,,,0.0
1000032279,8,15,1,ZA00,A,0.0,,,0.0
1000032280,10,15,1,ZA00,A,0.0,,,0.0
1000032281,12,15,1,ZA00,A,0.0,,,0.0
1000032282,14,15,1,ZA00,A,0.0,,,0.0
1000032291,3,15,1,ZA00,A,0.0,,,0.0
1000032296,3,15,1,ZA00,A,0.0,,,0.0
1000032301,3,15,1,ZA00,A,0.0,,,0.0
1000032306,3,15,1,ZA00,A,0.0,,,0.0
1000032319,3,15,1,ZA00,A,0.0,,,0.0
1000032321,4,15,1,ZA00,A,0.0,,,0.0
1000032323,5,15,1,ZA00,A,0.0,,,0.0
1000032325,6,15,1,ZA00,A,0.0,,,0.0
1000032327,7,15,1,ZA00,A,0.0,,,0.0
1000032334,3,15,1,ZA00,A,0.0,,,0.0
1000032336,4,15,1,ZA00,A,0.0,,,0.0
1000032341,3,15,1,ZA00,A,0.0,,,0.0
1000032360,3,15,1,ZA00,A,0.0,,,0.0
1000032362,4,15,1,ZA00,A,0.0,,,0.0
1000032364,5,15,1,ZA00,A,0.0,,,0.0
1000032366,6,15,1,ZA00,A,0.0,,,0.0
1000032368,7,15,1,ZA00,A,0.0,,,0.0
1000032370,8,15,1,ZA00,A,0.0,,,0.0
1000032372,9,15,1,ZA00,A,0.0,,,0.0
1000032374,10,15,1,ZA00,A,0.0,,,0.0
1000032381,3,15,1,ZA00,A,0.0,,,0.0
1000032383,4,15,1,ZA00,A,0.0,,,0.0
1000032390,3,15,1,ZA00,A,0.0,,,0.0
1000032392,4,15,1,ZA00,A,0.0,,,0.0
1000032401,3,15,1,ZA00,A,0.0,,,0.0
1000032403,4,15,1,ZA00,A,0.0,,,0.0
1000032405,5,15,1,ZA00,A,0.0,,,0.0
1000032440,3,15,1,ZA00,A,0.0,,,0.0
1000032442,4,15,1,ZA00,A,0.0,,,0.0
1000032444,5,15,1,ZA00,A,0.0,,,0.0
1000032446,6,15,1,ZA00,A,0.0,,,0.0
1000032448,7,15,1,ZA00,A,0.0,,,0.0
1000032450,8,15,1,ZA00,A,0.0,,,0.0
1000032452,9,15,1,ZA00,A,0.0,,,0.0
1000032454,10,15,1,ZA00,A,0.0,,,0.0
1000032456,11,15,1,ZA00,A,0.0,,,0.0
1000032458,12,15,1,ZA00,A,0.0,,,0.0
1000032460,13,15,1,ZA00,A,0.0,,,0.0
1000032462,14,15,1,ZA00,A,0.0,,,0.0
1000032464,15,15,1,ZA00,A,0.0,,,0.0
1000032466,16,15,1,ZA00,A,0.0,,,0.0
1000032468,17,15,1,ZA00,A,0.0,,,0.0
1000032470,18,15,1,ZA00,A,0.0,,,0.0
1000032483,3,15,1,ZA00,A,0.0,,,0.0
1000032485,4,15,1,ZA00,A,0.0,,,0.0
1000032487,5,15,1,ZA00,A,0.0,,,0.0
1000032489,6,15,1,ZA00,A,0.0,,,0.0
1000032491,7,15,1,ZA00,A,0.0,,,0.0
1000032496,3,15,1,ZA00,A,0.0,,,0.0
1000032501,3,15,1,ZA00,A,0.0,,,0.0
1000032510,3,15,1,ZA00,A,0.0,,,0.0
1000032512,4,15,1,ZA00,A,0.0,,,0.0
1000032514,5,15,1,ZA00,A,0.0,,,0.0
1000032521,3,15,1,ZA00,A,0.0,,,0.0
1000032523,4,15,1,ZA00,A,0.0,,,0.0
1000032532,3,15,1,ZA00,A,0.0,,,0.0
1000032534,4,15,1,ZA00,A,0.0,,,0.0
1000032536,5,15,1,ZA00,A,0.0,,,0.0
1000032541,3,15,1,ZA00,A,0.0,,,0.0
1000032546,3,15,1,ZA00,A,0.0,,,0.0
1000032551,3,15,1,ZA00,A,0.0,,,0.0
1000032558,3,15,1,ZA00,A,0.0,,,0.0
1000032560,4,15,1,ZA00,A,0.0,,,0.0
1000032565,3,15,1,ZA00,A,0.0,,,0.0
1000032570,3,15,1,ZA00,A,0.0,,,0.0
1000032575,3,15,1,ZA00,A,0.0,,,0.0
1000032582,3,15,1,ZA00,A,0.0,,,0.0
1000032584,4,15,1,ZA00,A,0.0,,,0.0
1000032591,3,15,1,ZA00,A,0.0,,,0.0
1000032593,4,15,1,ZA00,A,0.0,,,0.0
1000032597,2,15,1,ZA00,A,0.0,,,0.0
1000032598,3,15,1,ZA00,A,0.0,,,0.0
1000032599,4,15,1,ZA00,A,0.0,,,0.0
1000032600,5,15,1,ZA00,A,0.0,,,0.0
1000032601,6,15,1,ZA00,A,0.0,,,0.0
1000032602,47,15,1,ZA00,A,0.0,,,0.0
1000032603,49,15,1,ZA00,A,0.0,,,0.0
1000032604,50,15,1,ZA00,A,0.0,,,0.0
1000032605,51,15,1,ZA00,A,0.0,,,0.0
1000032606,52,15,1,ZA00,A,0.0,,,0.0
1000032607,53,15,1,ZA00,A,0.0,,,0.0
1000032608,54,15,1,ZA00,A,0.0,,,0.0
1000032609,55,15,1,ZA00,A,0.0,,,0.0
1000032610,56,15,1,ZA00,A,0.0,,,0.0
1000032611,57,15,1,ZA00,A,0.0,,,0.0
1000032619,2,15,1,ZA00,A,0.0,,,0.0
1000032620,2,15,1,ZA00,A,0.0,,,0.0
1000032621,3,15,1,ZA00,A,0.0,,,0.0
