Billing Document,Billing Type,Document Currency,Billing Date
90002160,ZSTI,INR,2019-04-27
90002161,ZF2,INR,2019-04-27
90002162,ZSTI,INR,2019-04-27
90002163,ZOR,INR,2019-04-27
90002164,S1,INR,2019-04-27
90002165,ZF2,INR,2019-04-27
90002166,ZSTI,INR,2019-04-28
90002167,ZSTI,INR,2019-04-28
90002168,ZSTI,INR,2019-04-28
90002169,ZF2,INR,2019-04-28
90002170,ZSTI,INR,2019-04-28
90002171,ZSTI,INR,2019-04-28
90002172,ZF2,INR,2019-04-28
90002173,ZF2,INR,2019-04-28
90002174,ZSTI,INR,2019-04-28
90002175,ZF2,INR,2019-04-28
90002176,ZSTI,INR,2019-04-29
90002177,ZF2,INR,2019-04-29
90002178,ZIIF,EUR,2019-04-29
90002179,ZF2,INR,2019-04-29
90002180,ZSTI,INR,2019-04-29
90002181,ZSTI,INR,2019-04-29
90002182,ZF2,INR,2019-04-29
90002183,ZF2,INR,2019-04-29
90002184,ZF2,INR,2019-04-29
90002185,ZF2,INR,2019-04-29
90002186,ZSCR,INR,2019-04-29
90002187,ZSCR,INR,2019-04-29
90002188,ZF2,INR,2019-04-29
90002189,ZSTI,INR,2019-04-29
90002190,ZSTI,INR,2019-04-29
90002191,ZSTI,INR,2019-04-29
90002192,ZSTI,INR,2019-04-29
90002193,ZSTI,INR,2019-04-29
90002194,ZSTI,INR,2019-04-29
90002195,ZF2,INR,2019-04-29
90002196,ZF2,INR,2019-04-29
90002197,ZF2,INR,2019-04-29
90002198,ZF2,INR,2019-04-29
90002199,ZSTI,INR,2019-04-29
90002200,ZSTI,INR,2019-04-29
90002201,ZSTI,INR,2019-04-29
90002202,ZF2,INR,2019-04-29
90002203,ZF2,INR,2019-04-29
90002204,ZF2,INR,2019-04-29
90002205,ZSTI,INR,2019-04-29
90002206,ZSTI,INR,2019-04-29
90002207,ZF2,INR,2019-04-29
90002208,ZF2,INR,2019-04-29
90002209,ZSCR,INR,2019-04-29
90002210,ZF2,INR,2019-04-30
90002211,ZSTI,INR,2019-04-30
90002212,ZF2,INR,2019-04-30
90002213,ZSTI,INR,2019-04-30
90002214,ZSTI,INR,2019-04-30
90002215,ZIIF,CHF,2019-04-30
90002216,ZF2,INR,2019-04-30
90002217,ZF2,INR,2019-04-30
90002218,ZSTI,INR,2019-04-30
90002219,ZF2,INR,2019-04-30
90002220,ZSTI,INR,2019-04-30
90002221,ZSTI,INR,2019-04-30
90002222,ZF2,INR,2019-04-30
90002223,ZSTI,INR,2019-04-30
90002224,ZSTI,INR,2019-04-30
90002225,ZF2,INR,2019-04-30
90002226,ZSTI,EUR,2019-04-30
90002227,ZF2,INR,2019-04-30
90002228,S1,EUR,2019-04-30
90002229,ZSM2,EUR,2019-04-30
90002230,ZSTI,INR,2019-04-30
90002231,ZF2,INR,2019-04-30
90002232,ZF2,INR,2019-04-30
90002233,ZSTI,INR,2019-04-30
90002234,ZF2,INR,2019-04-30
90002235,S1,INR,2019-04-30
90002236,ZSTI,INR,2019-04-30
90002237,ZSTI,INR,2019-04-30
90002238,ZF2,INR,2019-04-30
90002239,ZSTI,INR,2019-04-30
90002240,ZF2,INR,2019-04-30
90002241,ZSTI,INR,2019-04-30
90002242,ZSTI,INR,2019-04-30
90002243,ZSTI,INR,2019-04-30
90002244,ZF2,INR,2019-04-30
90002245,ZF2,INR,2019-04-30
90002246,ZF2,INR,2019-04-30
90002247,ZSTI,INR,2019-05-17
90002248,ZF2,INR,2019-05-17
90002249,ZSTI,INR,2019-05-20
90002250,ZCR1,USD,2019-05-22
90002251,ZCR1,USD,2019-05-22
90002252,ZCR1,USD,2019-05-22
90002253,S2,USD,2019-05-22
90002254,ZCR1,USD,2019-05-22
90002255,S2,USD,2019-05-22
90002256,ZCR1,USD,2019-05-22
90002257,ZCR1,INR,2019-06-12
90002258,S2,USD,2019-05-22
90002259,ZCR1,USD,2019-05-22
90002260,ZSOR,INR,2019-06-12
90002261,S1,INR,2019-06-12
90002262,ZSOR,INR,2019-06-12
90002263,ZSOR,INR,2019-06-12
90002264,ZCR1,INR,2019-06-12
90002265,ZCR1,INR,2019-06-12
90002266,S2,INR,2019-06-12
90002267,ZCR1,INR,2019-06-12
90002268,ZCR1,INR,2019-06-12
90002269,ZCR1,INR,2019-06-12
90002270,ZIIC,INR,2019-06-13
90002271,ZOR,INR,2019-03-19
90002272,ZF2,INR,2019-06-24
90002273,S1,INR,2019-06-24
90002274,ZF2,INR,2019-06-24
90002275,ZIIF,USD,2019-06-26
90002276,ZIIC,USD,2019-06-26
90002277,IVS,USD,2019-06-26
90002278,ZIIC,USD,2019-06-26
90002279,IVS,USD,2019-06-26
90002280,ZIIC,USD,2019-06-26
90002281,IVS,USD,2019-06-26
90002282,ZIIF,USD,2019-06-26
90002283,ZIIC,USD,2019-06-26
90002284,ZIIC,USD,2019-07-09
90002285,ZIIC,USD,2019-07-09
90002286,ZUF,USD,2019-07-09
90002287,ZSTI,INR,2019-07-09
90002288,S1,INR,2019-07-09
90002289,ZSTI,INR,2019-07-09
90002290,IVS,USD,2019-07-09
90002291,ZF2,INR,2019-07-16
90002292,S1,INR,2019-07-16
90002293,ZF2,INR,2019-07-16
90002294,S1,INR,2019-07-16
90002295,ZOR,INR,2019-07-16
90002297,ZIIC,INR,2019-07-18
90002298,F5,INR,2019-07-16
90002299,S1,USD,2019-08-02
90002300,S1,USD,2019-08-02
90002301,S1,USD,2019-08-02
90002302,S1,USD,2019-08-02
90002303,S1,USD,2019-08-02
90002304,S1,USD,2019-08-02
90002305,S1,USD,2019-08-02
90002306,S1,USD,2019-08-02
90002307,S1,USD,2019-08-02
90002308,ZIIF,USD,2019-08-06
90002309,ZIIC,USD,2019-08-06
90002310,IVS,USD,2019-08-06
90002311,ZIIC,USD,2019-08-06
90002312,IVS,USD,2019-08-06
90002313,ZIIC,USD,2019-08-06
90002314,ZIIF,USD,2019-04-26
90002315,S1,INR,2019-04-30
90002316,ZSTI,INR,2019-04-30
90002317,ZSTI,INR,2019-08-29
90002318,IVS,USD,2019-04-18
90002319,ZIIC,USD,2019-04-18
90002320,IVS,USD,2019-04-18
90002321,ZIIC,USD,2019-04-18
90002322,IVS,USD,2019-04-18
90002323,ZIIC,USD,2019-04-18
90002324,IVS,USD,2019-04-18
90002325,ZIIC,USD,2019-04-18
90002326,S1,INR,2019-04-30
90002327,ZF2,INR,2019-09-05
90002328,S1,INR,2019-09-05
90002329,ZF2,INR,2019-04-06
90002330,S1,INR,2019-04-06
90002331,ZF2,INR,2019-09-05
90002332,S1,INR,2019-09-05
90002333,ZF2,INR,2019-09-07
90002334,S1,INR,2019-09-07
90002335,ZF2,INR,2019-09-01
90002336,S1,INR,2019-09-01
90002337,ZF2,INR,2019-08-30
90002338,S1,INR,2019-08-30
90002339,ZRE1,INR,2019-09-10
90002340,S2,INR,2019-09-10
90002341,ZRE1,INR,2019-09-10
90002342,S2,INR,2019-09-10
90002343,ZRE1,INR,2019-09-10
90002344,ZRE1,INR,2019-09-10
90002345,IVS,USD,2019-04-18
90002346,ZIIC,USD,2019-09-11
90002347,ZIIF,USD,2019-09-16
90002348,S1,INR,2019-04-04
90002349,S1,INR,2019-04-04
90002350,ZSTI,INR,2019-09-16
90002351,IVS,USD,2019-06-26
90002352,ZIIF,USD,2019-09-16
90002353,S2,INR,2019-06-12
90002354,ZCR1,USD,2019-09-16
90002355,ZF2,INR,2019-09-16
90002356,S1,INR,2019-09-16
90002357,ZF2,INR,2019-09-16
90002358,S1,INR,2019-09-16
90002359,ZF2,USD,2019-09-19
90002360,S1,USD,2019-09-19
90002361,ZF2,USD,2019-09-19
90002362,ZF2,INR,2019-09-21
90002363,S1,INR,2019-06-24
90002364,ZIIF,INR,2019-09-23
90002365,ZRE1,INR,2019-09-24
90002366,S1,INR,2019-03-18
90002367,S1,INR,2019-03-22
90002368,ZF2,INR,2019-10-14
90002369,S1,INR,2019-10-14
90002370,ZF2,INR,2019-10-14
90002371,S1,INR,2019-10-14
90002372,S1,INR,2019-04-29
90002373,ZSTI,INR,2019-10-18
90002374,ZDR1,INR,2019-10-30
90002375,ZDR1,INR,2019-10-31
90002376,ZCR1,INR,2019-10-31
90002377,IVS,USD,2019-09-11
90002378,ZIIC,USD,2019-11-04
90002379,IVS,USD,2019-11-04
90002380,ZIIC,USD,2019-11-04
90002381,IVS,USD,2019-11-04
90002382,ZIIC,USD,2019-11-04
90002383,IVS,USD,2019-11-04
90002384,ZIIC,USD,2019-11-04
90002385,IVS,USD,2019-11-04
90002386,ZIIC,USD,2019-11-04
90002387,IVS,USD,2019-11-04
90002388,ZIIC,USD,2019-11-04
90002389,IVS,USD,2019-11-04
90002390,ZIIC,USD,2019-11-04
90002391,IVS,USD,2019-11-04
90002392,ZIIC,USD,2019-11-04
90002393,IVS,USD,2019-11-04
90002394,ZIIC,USD,2019-11-04
90002395,IVS,USD,2019-11-04
90002396,ZF2,INR,2019-11-05
90002397,S1,INR,2019-09-16
90002398,ZSTI,INR,2019-11-05
90002399,S1,INR,2019-10-18
90002400,ZF2,INR,2019-11-06
90002401,ZDR1,INR,2019-11-06
90002402,ZF2,INR,2019-11-26
90002403,ZSTI,INR,2019-11-29
90002404,ZSTI,INR,2019-11-29
90002405,ZSO3,INR,2020-01-16
90002406,ZF2,INR,2020-01-22
90002407,ZF2,INR,2020-01-22
90002408,ZF2,INR,2020-01-22
90002409,ZF2,INR,2020-01-22
90002410,ZF2,INR,2020-01-22
90002411,ZOMC,INR,2020-02-06
90002412,S1,INR,2020-02-06
90002416,ZOM1,INR,2020-02-06
90002418,ZSO3,INR,2020-02-17
90002419,ZSO3,INR,2020-02-17
90002420,ZDC,INR,2020-02-20
90002421,ZDC,INR,2020-02-20
90002422,ZSO5,INR,2020-02-28
90002423,ZSO3,INR,2020-02-28
90002424,ZSO5,INR,2020-02-28
90002425,ZIIF,USD,2020-02-28
90002426,ZEX,USD,2020-02-28
90002427,ZPSB,INR,2020-03-03
90002428,ZPSB,INR,2020-03-03
90002429,ZDR1,INR,2020-03-12
90002430,ZSTI,INR,2020-03-18
90002432,ZLC1,INR,2020-03-19
90002433,ZSTI,INR,2020-03-20
90002434,S1,INR,2020-03-20
90002435,S1,USD,2020-02-28
90002436,ZEX,USD,2020-03-20
90002437,ZLC1,INR,2020-03-23
90002438,ZLC1,INR,2020-03-24
90002439,ZLC1,INR,2020-03-30
90002441,ZLC1,INR,2020-03-31
90002443,ZLC1,INR,2020-03-31
90002444,ZASL,INR,2020-03-31
90002445,ZLC1,INR,2020-03-31
90002446,ZLC1,INR,2020-03-31
90002451,ZLC1,INR,2020-03-31
90002453,ZLC1,INR,2020-03-30
90002454,ZLC1,INR,2020-03-31
90002455,ZLC1,INR,2020-03-31
90002456,ZLC1,INR,2020-03-31
90002457,ZLC1,INR,2020-03-31
90002458,ZLC1,INR,2020-03-31
90002459,ZLC1,INR,2020-03-30
90002461,ZLC1,INR,2020-03-30
90002462,ZLC1,INR,2020-03-31
90002464,ZLC1,INR,2020-03-30
90002466,ZLC1,INR,2020-03-31
90002468,ZLC1,INR,2020-03-31
90002469,ZLC1,INR,2020-03-31
90002470,S1,INR,2020-03-31
90002471,ZLC1,INR,2020-03-31
90002472,S1,INR,2020-03-31
90002475,ZLC1,INR,2020-03-31
90002476,ZLC1,INR,2020-03-31
90002477,S1,INR,2020-03-31
90002478,S1,INR,2020-03-30
90002479,ZLC1,INR,2020-03-31
90002480,S1,INR,2020-02-28
90002481,ZSO3,INR,2020-04-16
90002485,ZSO5,INR,2020-03-31
90002487,ZEX,INR,2020-03-31
90002489,ZEX,USD,2020-03-31
90002490,S1,INR,2020-03-31
90002491,S1,INR,2020-01-22
90002492,S1,INR,2020-03-31
90002493,ZLC1,INR,2020-06-24
90002494,S1,INR,2020-06-24
90002495,S1,USD,2019-08-02
90002496,S1,USD,2020-06-24
90002497,S1,USD,2020-06-24
90002498,S1,USD,2020-06-24
90002499,ZLC1,INR,2020-06-29
90002500,ZSOR,EUR,2020-06-30
90002501,ZSOR,EUR,2020-06-30
90002502,ZLC1,INR,2020-07-01
90002503,ZLC1,INR,2020-07-01
90002504,ZLC1,INR,2020-07-01
90002505,S1,INR,2020-07-01
90002507,ZLC1,INR,2020-07-02
90002509,ZRE1,USD,2020-03-31
90002510,ZLC1,INR,2020-07-08
90002511,ZLC1,INR,2020-07-08
90002512,ZIIF,USD,2020-07-16
90002514,ZIIC,USD,2020-03-31
90002515,ZSO3,INR,2020-07-21
90002518,ZSR1,INR,2020-07-21
90002520,ZSO3,INR,2020-07-21
90002522,ZSO3,INR,2020-07-21
90002524,ZSO3,INR,2020-07-21
90002530,ZSR1,USD,2020-07-22
90002531,ZSR1,USD,2020-07-22
90002532,S1,USD,2020-07-22
90002533,ZSR1,USD,2020-07-22
90002534,S1,EUR,2020-07-23
90002536,S1,EUR,2020-07-23
90002537,S1,USD,2020-07-23
90002538,ZSO3,INR,2020-03-31
90002539,ZSO3,INR,2020-07-23
90002540,ZSO5,INR,2020-03-31
90002541,ZSO3,INR,2020-07-23
90002542,ZSO5,INR,2020-03-31
90002543,ZSO3,INR,2020-07-23
90002544,ZSO5,INR,2020-03-31
90002545,ZSO3,INR,2020-07-23
90002546,ZSO5,INR,2020-03-31
90002547,ZSO3,INR,2020-07-23
90002549,ZSO5,INR,2020-03-31
90002550,ZSO3,INR,2020-07-23
90002551,ZSO5,INR,2020-03-31
90002552,ZSO3,INR,2020-07-23
90002553,ZSO5,INR,2020-03-31
90002554,ZIIF,USD,2020-07-24
90002555,ZIIF,USD,2020-07-24
90002556,ZIIF,USD,2020-07-24
90002557,ZIIF,USD,2020-07-24
90002558,ZIIF,USD,2020-07-24
90002560,ZCR2,INR,2020-03-31
90002562,ZCR2,INR,2020-03-31
90002563,ZCR2,INR,2020-07-25
90002565,ZSCR,INR,2020-03-31
90002566,ZLC1,INR,2020-07-26
90002567,S1,INR,2020-07-26
90002568,ZLC1,INR,2020-07-26
90002569,S1,USD,2020-07-15
90002570,S1,USD,2020-07-27
90002571,S1,USD,2020-07-27
90002572,S1,USD,2020-07-27
90002574,S1,USD,2020-07-27
90002575,S1,USD,2020-07-27
90002576,S1,USD,2020-07-27
90002577,S1,USD,2020-07-27
90002578,S1,USD,2020-07-27
90002579,S1,USD,2020-07-27
90002580,ZSO3,INR,2020-08-01
90002582,ZSO5,INR,2020-03-31
90002583,ZSER,USD,2020-08-05
90002584,ZCR1,USD,2020-08-07
90002585,S2,USD,2020-08-07
90002586,S1,INR,2019-03-13
90002589,ZF2,INR,2020-08-17
90002590,S1,INR,2019-04-30
90002591,ZF2,INR,2020-08-19
90002593,ZSO3,INR,2020-08-26
90002596,ZSO5,INR,2020-08-26
90002597,ZSO3,INR,2020-08-26
90002598,ZSO5,INR,2020-08-26
90002599,ZIIF,USD,2020-08-28
90002602,ZF2,INR,2020-09-24
90002603,S1,INR,2020-09-24
90002604,ZF2,INR,2020-09-25
90002605,S1,INR,2020-09-25
90002606,ZF2,INR,2020-09-25
90002607,S1,INR,2020-09-25
90002608,ZF2,INR,2020-09-25
90002609,S1,INR,2020-09-25
90002610,ZF2,INR,2020-09-25
90002611,S1,INR,2020-09-25
90002612,ZF2,INR,2020-09-25
90002613,ZF2,INR,2020-09-25
90002614,S1,INR,2020-09-25
90002615,ZF2,INR,2020-09-25
90002616,S1,INR,2020-09-25
90002617,ZF2,INR,2020-09-25
90002618,S1,INR,2020-09-25
90002620,ZF2,INR,2020-09-25
90002621,S1,INR,2020-09-25
90002622,ZF2,INR,2020-09-25
90002623,S1,INR,2020-09-25
90002624,ZF2,INR,2020-09-25
90002625,S1,INR,2020-09-25
90002627,S1,INR,2020-09-25
90002628,ZF2,INR,2020-09-26
90002629,S1,INR,2020-09-26
90002630,ZF2,INR,2020-09-26
90002631,ZF2,INR,2020-09-26
90002632,S1,INR,2020-09-26
90002633,S1,INR,2020-09-26
90002634,ZF2,INR,2020-09-26
90002635,ZF2,INR,2020-09-26
90002636,S1,INR,2020-09-26
90002637,ZF2,INR,2020-09-26
90002638,S1,INR,2020-09-26
90002639,ZF2,INR,2020-09-26
90002640,S1,INR,2020-09-26
90002641,ZF2,INR,2020-09-26
90002645,ZF2,INR,2020-09-28
90002646,S1,INR,2020-10-01
90002647,ZF2,INR,2020-09-28
90002648,S1,INR,2020-09-28
90002649,ZF2,INR,2020-09-28
90002653,ZF2,INR,2020-11-23
90002654,ZF2,INR,2020-11-23
90002655,ZF2,INR,2020-11-25
90002656,ZSO3,INR,2020-11-25
90002658,ZSO5,INR,2020-03-31
90002659,ZSO3,INR,2020-11-26
90002661,ZSO5,INR,2020-03-31
90002662,S1,INR,2020-11-25
90002663,ZF2,INR,2020-11-30
90002664,ZSO3,INR,2020-12-02
90002665,ZSO5,INR,2020-03-31
90002666,ZF2,INR,2020-12-03
90002667,S1,INR,2020-12-03
90002668,ZF2,INR,2020-12-04
90002669,S1,INR,2020-12-04
90002670,ZF2,INR,2020-12-04
90002671,S1,INR,2020-12-04
90002672,ZF2,INR,2020-12-04
90002673,S1,INR,2020-12-04
90002675,ZF2,INR,2020-12-04
90002676,S1,INR,2020-12-04
90002678,ZSO3,INR,2020-12-04
90002683,ZTPS,INR,2020-12-05
90002684,ZF2,INR,2020-12-05
90002685,ZF2,INR,2020-12-05
90002686,ZSO3,INR,2020-12-06
90002687,ZSO3,INR,2020-12-07
90002688,S1,INR,2020-12-05
90002689,ZF2,INR,2020-12-07
90002690,ZF2,INR,2020-12-09
90002691,S1,INR,2020-12-09
90002692,ZF2,INR,2020-12-09
90002693,S1,INR,2020-12-09
90002694,ZF2,INR,2020-12-09
90002695,S1,INR,2020-12-09
90002696,ZF2,INR,2020-12-09
90002697,S1,INR,2020-12-09
90002698,ZF2,INR,2020-12-09
90002699,S1,INR,2020-12-09
90002700,ZF2,INR,2020-12-09
90002701,S1,INR,2020-12-09
90002702,ZF2,INR,2020-12-09
90002703,S1,INR,2020-12-09
90002704,ZF2,INR,2020-12-09
90002705,S1,INR,2020-12-09
90002706,ZF2,INR,2020-12-09
90002707,S1,INR,2020-12-09
90002708,ZF2,INR,2020-12-09
90002709,ZIIF,USD,2020-12-10
90002710,ZSO4,INR,2020-12-11
90002711,ZF2,INR,2020-12-11
90002714,ZSO5,INR,2020-12-11
90002715,ZOR,INR,2020-12-11
90002716,S1,INR,2020-12-11
90002717,ZSO4,INR,2020-12-14
90002718,ZSO5,INR,2020-12-14
90002719,ZSO4,INR,2020-12-14
90002720,ZSO5,INR,2020-12-14
90002722,ZSO3,INR,2020-12-14
90002723,ZSO5,INR,2020-12-14
90002727,ZOMC,INR,2020-12-15
90002730,ZOR,INR,2020-12-15
90002731,ZSO3,INR,2020-12-15
90002735,ZDR1,USD,2020-12-15
90002736,ZDR3,USD,2020-12-15
90002737,ZSO5,INR,2020-12-15
90002742,ZDR1,INR,2020-12-15
90002743,ZCR1,INR,2020-12-15
90002744,ZSO4,INR,2020-12-16
90002745,ZSO5,INR,2020-12-16
90002746,ZSO3,INR,2020-12-16
90002747,ZSO5,INR,2020-12-16
90002748,ZDC,INR,2020-12-16
90002749,ZCR3,USD,2020-12-16
90002751,ZSTI,INR,2020-12-16
90002752,ZSER,USD,2020-12-16
90002753,S1,INR,2020-12-15
90002754,ZSO5,INR,2020-12-16
90002755,S1,INR,2020-12-16
90002756,ZSTI,INR,2020-12-16
90002757,S1,INR,2020-12-16
90002758,ZSTI,INR,2020-12-16
90002763,ZOMC,INR,2020-12-18
90002764,ZCR1,INR,2020-12-18
90002765,ZCR1,INR,2020-12-18
90002767,ZDR1,INR,2020-12-18
90002768,ZTPS,INR,2020-12-21
90002769,ZSO1,INR,2020-12-21
90002771,ZSO2,INR,2020-12-21
90002772,ZSM1,INR,2020-12-22
90002774,ZSM1,INR,2020-12-22
90002776,ZRE1,INR,2020-12-22
90002777,ZRE1,INR,2020-12-22
90002778,ZCR2,INR,2020-12-24
90002779,ZDR2,INR,2020-12-24
90002780,ZCR2,INR,2020-12-24
90002781,ZDR2,INR,2020-12-24
90002782,S1,INR,2020-12-21
90002783,ZSO1,INR,2020-12-24
90002784,ZF2,INR,2020-12-30
90002786,ZSTI,INR,2020-12-30
90002787,S1,INR,2020-12-30
90002788,ZSTI,INR,2020-12-30
90002789,ZF2,INR,2020-12-30
90002790,ZSTI,INR,2020-12-30
90002791,S1,INR,2020-12-30
90002792,S1,INR,2020-12-30
90002793,ZF2,INR,2021-01-05
90002794,ZF2,INR,2021-01-06
90002795,ZF2,INR,2021-01-06
90002797,ZSTI,INR,2021-01-06
90002798,ZSTI,INR,2021-01-07
90002799,ZF2,INR,2021-01-12
90002800,ZCR1,INR,2021-01-12
90002801,S1,INR,2021-01-12
90002802,ZF2,INR,2021-01-13
90002803,ZSO3,INR,2021-01-20
90002804,ZSO3,INR,2021-01-20
90002805,ZF2,INR,2021-01-22
90002806,ZF2,INR,2021-01-22
90002807,ZF2,INR,2021-01-22
90002808,ZSO3,INR,2021-01-25
90002810,ZSO5,INR,2020-03-31
90002811,S1,INR,2021-01-22
90002812,S1,INR,2021-01-07
90002813,ZF2,INR,2021-01-28
90002814,S1,INR,2021-01-28
90002815,ZF2,INR,2021-01-28
90002816,ZOR,INR,2021-01-29
90002817,S1,INR,2021-01-29
90002818,ZOR,INR,2021-02-03
90002819,S1,USD,2021-02-10
90002820,S1,INR,2021-01-06
90002821,S1,INR,2021-02-03
90002822,ZOR,INR,2021-02-15
90002826,ZSM2,USD,2021-02-15
90002827,ZF2,INR,2021-02-15
90002828,ZIIC,USD,2021-02-15
90002829,ZSO4,INR,2021-02-15
90002830,ZSO5,INR,2021-02-15
90002831,ZSO4,INR,2021-02-15
90002832,ZSO5,INR,2021-02-15
90002833,ZSO4,INR,2021-02-15
90002834,ZSO5,INR,2021-02-15
90002835,ZSO3,INR,2021-02-15
90002836,ZSO5,INR,2021-02-15
90002837,ZSTI,INR,2021-02-17
90002838,S1,INR,2021-02-15
90002839,ZF2,INR,2021-02-18
90002840,ZSTI,INR,2021-02-18
90002841,S1,INR,2019-03-18
90002842,ZF2,INR,2021-02-18
90002843,S1,INR,2021-02-18
90002844,ZF2,INR,2021-02-18
90002845,ZF2,INR,2021-02-19
90002847,ZSO5,INR,2020-03-31
90002848,ZSTI,INR,2021-02-19
90002849,S1,INR,2021-02-19
90002850,ZF2,INR,2021-02-19
90002851,S1,INR,2021-02-19
90002852,ZSTI,INR,2021-02-19
90002853,S1,INR,2021-02-17
90002854,ZSTI,INR,2021-02-19
90002855,S1,INR,2021-02-19
90002856,ZSTI,INR,2021-02-19
90002857,ZSO3,INR,2021-02-19
90002858,ZSO3,INR,2021-02-19
90002861,ZSO5,INR,2021-02-19
90002862,S1,INR,2021-01-06
90002863,ZF2,INR,2021-02-19
90002864,S1,INR,2021-02-18
90002865,ZF2,INR,2021-02-19
90002866,S1,INR,2021-01-22
90002867,ZF2,INR,2021-02-19
90002868,S1,INR,2021-01-22
90002869,ZF2,INR,2021-02-19
90002870,S1,INR,2021-01-28
90002871,ZF2,INR,2021-02-19
90002872,ZSTI,INR,2021-02-20
90002873,S1,INR,2021-02-20
90002874,ZSTI,INR,2021-02-22
90002875,ZSTI,INR,2021-02-22
90002876,ZSO4,INR,2021-02-22
90002877,ZSO5,INR,2021-02-22
90002878,ZSO2,INR,2021-02-22
90002879,ZSO1,INR,2021-02-22
90002881,ZSO1,INR,2021-02-22
90002882,S1,INR,2021-02-22
90002883,ZSO1,INR,2021-02-22
90002884,S1,INR,2021-02-22
90002885,S1,INR,2021-02-22
90002886,ZF2,INR,2021-02-23
90002887,S1,INR,2021-02-19
90002888,S1,INR,2021-02-18
90002889,ZF2,INR,2021-02-23
90002890,ZF2,INR,2021-02-23
90002891,S1,USD,2021-02-15
90002892,ZIIF,USD,2021-02-23
90002893,ZSO2,INR,2021-02-23
90002894,ZSO1,INR,2021-02-23
90002895,ZSM2,USD,2021-02-23
90002896,S1,INR,2021-02-22
90002897,ZSTI,INR,2021-02-25
90002898,S1,INR,2021-02-25
90002899,ZSTI,INR,2021-02-25
90002900,S1,INR,2021-02-25
90002901,ZSTI,INR,2021-02-26
90002902,S1,INR,2021-02-26
90002903,ZSTI,INR,2021-02-26
90002904,S1,INR,2021-02-26
90002905,ZSTI,INR,2021-02-26
90002906,ZF2,INR,2021-03-01
90002907,S1,INR,2021-03-01
90002909,ZE2,INR,2021-03-01
90002910,ZE2,INR,2021-03-01
90002912,S1,INR,2021-03-02
90002913,ZECR,INR,2021-03-03
90002914,ZEDR,INR,2021-03-03
90002915,IVS,INR,2021-03-03
90002916,IVS,INR,2021-03-03
90002917,IVS,INR,2021-03-03
90002918,IVS,INR,2021-03-03
90002920,ZERE,INR,2021-03-03
90002922,ZEST,INR,2021-03-04
90002923,ZDC,INR,2021-03-05
90002924,ZDC,INR,2021-03-05
90002925,S1,INR,2020-01-22
90002926,S1,INR,2021-02-19
90002927,ZSTI,INR,2021-03-05
90002928,ZEDR,INR,2021-03-05
90002929,ZECR,INR,2021-03-05
90002930,ZERE,INR,2021-03-05
90002931,S1,INR,2021-03-05
90002932,S1,INR,2021-03-05
90002933,S1,INR,2021-03-05
90002934,IVS,INR,2021-03-06
90002935,ZERE,INR,2021-03-06
90002936,ZECR,INR,2021-03-06
90002937,S1,INR,2021-02-23
90002938,ZEDR,INR,2021-03-06
90002939,S1,INR,2021-03-05
90002940,ZSTI,INR,2021-03-09
90002941,S1,INR,2021-03-09
90002942,ZSTI,INR,2021-03-09
90002943,S1,INR,2021-03-09
90002945,ZSO2,INR,2021-03-09
90002946,ZSTI,INR,2021-03-09
90002947,ZSO1,INR,2021-03-09
90002948,ZSCR,INR,2021-03-09
90002949,ZSO3,INR,2021-03-09
90002950,ZSO5,INR,2021-03-09
90002951,S1,INR,2021-03-09
90002952,ZSO5,INR,2021-03-09
90002953,ZSO4,INR,2021-03-09
90002954,ZSO5,INR,2021-03-09
90002955,ZF2,INR,2021-03-10
90002956,ZF2,INR,2021-03-11
90002957,ZRE1,INR,2021-03-12
90002958,ZF2,INR,2021-03-12
90002959,ZF2,INR,2021-03-15
90002960,S1,INR,2021-03-15
90002961,ZSO1,INR,2021-03-16
90002962,ZCR1,INR,2021-03-16
90002963,ZF2,INR,2021-03-17
90002964,S1,INR,2020-12-05
90002965,ZF2,INR,2021-03-18
90002966,S1,INR,2021-02-19
90002967,ZF2,INR,2021-03-18
90002968,S1,INR,2020-09-26
90002969,ZF2,INR,2021-03-18
90002970,S1,INR,2020-12-22
90002971,ZSM1,INR,2021-03-18
90002972,S1,INR,2020-12-22
90002973,ZSM1,INR,2021-03-18
90002974,S1,INR,2020-03-18
90002975,ZSTI,INR,2021-03-18
90002976,ZF2,INR,2021-03-19
90002977,ZRE1,INR,2021-03-23
90002978,ZF2,INR,2021-03-23
90002979,IVS,INR,2021-03-06
90002980,IVS,INR,2021-03-25
90002981,IVS,INR,2021-03-25
90002982,IVS,INR,2021-03-05
90002983,IVS,INR,2021-03-30
90002984,ZVUP,INR,2021-03-31
90002985,ZCR1,INR,2021-03-31
90002986,ZLC1,INR,2021-03-31
90002987,S1,INR,2021-03-23
90002988,S1,INR,2021-01-13
90002989,S1,INR,2021-03-18
90002991,ZF2,INR,2021-03-31
90002992,S1,INR,2021-03-31
90002993,S1,INR,2019-03-28
90002994,S1,INR,2021-03-18
90002995,ZF2,INR,2021-04-12
90002996,ZF2,INR,2021-04-12
90002997,S1,INR,2021-04-12
90002998,ZF2,INR,2021-04-12
90003000,ZF2,INR,2021-04-12
90003001,ZF2,INR,2021-04-12
90003002,S1,INR,2021-04-12
90003003,ZF2,INR,2021-04-12
90003004,S1,INR,2021-03-31
90003007,ZF2,INR,2021-03-31
