Sales document,Created on,Sales Document Type,Sales Organization,Distribution Channel,Division,Sold-to Party
10001427.0,2023-01-07,ZTY3,IN01,DI,CD,1000052
10001428.0,2023-01-10,ZTY3,IN01,DI,CD,1000187
10001429.0,2023-02-06,ZEK1,IN11,DT,CD,1007801
10001430.0,2023-02-07,ZEK1,IN11,DT,CD,1007801
10001431.0,2023-02-08,ZEK1,IN11,DT,CD,1007801
10001432.0,2023-02-08,ZEK1,IN11,DT,CD,1007801
10001433.0,2023-02-09,ZEK1,IN11,DT,CD,1007801
10001434.0,2023-02-14,ZTY3,IN01,DI,CD,1000187
10001435.0,2023-02-14,ZTY3,IN01,DI,CD,1000187
10001436.0,2023-02-14,ZSM1,IN01,EX,CD,1003564
10001437.0,2023-02-21,ZSM1,IN01,EX,CD,1003564
10001438.0,2023-02-21,ZSM1,IN01,EX,CD,1003564
10001439.0,2023-03-02,ZSR1,IN01,EX,CD,1003797
10001440.0,2023-03-09,ZUS1,US01,DI,CD,1004048
10001441.0,2023-03-09,ZUS1,US01,DI,CD,1004048
10001442.0,2023-03-10,ZODL,IN01,DI,CD,1008775
10001443.0,2023-03-10,ZODL,IN01,DI,CD,1008775
10001444.0,2023-03-16,ZTY3,IN01,DI,CD,1000206
10001445.0,2023-03-16,ZSCR,IN01,DI,CD,1004203
10001446.0,2023-04-17,ZTPS,IN01,EX,CD,1003564
10001447.0,2023-04-17,ZTPS,IN01,EX,CD,1003564
10001448.0,2023-04-17,ZTPS,IN01,EX,CD,1003564
10001449.0,2023-05-18,ZEX3,IN01,EX,CD,1008776
10001450.0,2023-05-23,ZSCR,IN01,DI,CD,1004203
10001451.0,2023-05-25,ZSER,US01,SD,CD,1004048
10001452.0,2023-05-30,ZOR1,IN01,EX,CD,1003797
10001453.0,2023-06-09,ZEX2,IN01,EX,CD,1003801
10001454.0,2023-06-09,ZEX2,IN01,EX,CD,1003801
10001455.0,2023-06-13,ZEX2,IN01,EX,CD,1003801
10001456.0,2023-07-17,ZSOR,IN01,DI,CD,PL1015
10001457.0,2023-07-17,ZSOR,IN01,DI,CD,PL1015
10001458.0,2023-07-18,ZSOR,IN01,DI,CD,PL1015
10001459.0,2023-07-19,ZTY3,IN01,DI,CD,1004203
10001460.0,2023-08-09,ZTPS,IN01,DI,CD,1007157
10001461.0,2023-08-09,ZTPS,IN02,DI,CD,1000052
10001462.0,2023-08-09,ZTPS,IN02,DI,CD,1000052
10001463.0,2023-09-07,ZTY1,IN01,DT,CD,1000206
10001464.0,2023-09-08,ZOR3,US01,DI,CD,PL1001
10001465.0,2023-09-13,ZTY1,IN01,DT,CD,1000206
10001466.0,2023-09-13,ZTY2,IN01,DI,CD,1003368
10001467.0,2023-09-13,ZTY1,IN01,DT,CD,1000206
10001468.0,2023-09-13,ZTY1,IN01,DI,CD,1000206
10001469.0,2023-09-13,ZTY1,IN01,DI,CD,1000206
10001470.0,2023-09-13,ZTY1,IN01,DI,CD,1000167
10001471.0,2023-09-26,ZSU1,IN15,SD,CD,1007849
10001472.0,2023-09-27,ZSU2,IN15,SD,CD,1004145
10001473.0,2023-09-27,ZCOM,IN15,SD,CD,1004145
10001474.0,2023-09-27,ZSE2,IN15,SD,CD,1004145
10001475.0,2023-09-27,ZSE1,IN15,SD,CD,1004145
10001476.0,2023-09-27,ZCOM,IN15,SD,CD,1004145
10001477.0,2023-10-17,ZUS2,US01,DI,CD,1003972
10001478.0,2023-10-19,ZSMU,US01,DI,CD,1003972
10001479.0,2023-10-27,ZSMU,US01,DI,CD,1003972
10001480.0,2023-10-30,ZSMU,US01,DI,CD,1003972
10001481.0,2023-11-02,ZSCR,IN01,DI,SC,1000012
10001482.0,2023-11-02,ZSCR,IN01,DI,SC,1000012
10001483.0,2023-11-09,ZSCR,IN01,DI,SC,1000012
10001484.0,2023-11-10,ZSCR,IN01,DI,SC,1000012
10001485.0,2023-11-10,ZSCR,IN01,DI,SC,1000012
10001486.0,2023-11-27,ZTY3,IN01,DI,CD,1000012
10001487.0,2023-11-29,ZSCR,IN01,DI,SC,1000012
10001488.0,2023-11-30,ZTY3,IN01,DI,CD,1000012
10001489.0,2023-12-06,ZSCR,IN01,DI,SC,1000012
10001490.0,2023-12-13,ZSCP,IN01,DI,CD,1000012
10001491.0,2023-12-13,ZSCP,IN01,DI,CD,1000012
10001492.0,2023-12-19,ZSCR,IN01,DI,SC,1000012
10001494.0,2024-01-31,ZUS1,US01,DI,CD,1004048
10001495.0,2024-02-01,ZEX2,IN01,EX,CD,1003801
10001496.0,2024-02-03,ZEX2,IN01,EX,CD,1003801
10001497.0,2024-02-03,ZSM1,IN01,EX,CD,1003801
10001498.0,2024-02-05,ZSM1,IN01,EX,CD,1003801
10001499.0,2024-02-14,ZTY3,IN01,DI,CD,1000206
10001501.0,2024-02-14,ZTY3,IN01,DI,CD,1000012
10001504.0,2024-02-16,ZTY3,IN01,DI,CD,1004320
10001505.0,2024-02-16,ZTY3,IN01,DI,CD,1004320
10001506.0,2024-02-16,ZTY3,IN01,DI,CD,1004320
10001507.0,2024-02-16,ZTY3,IN01,DI,CD,1004320
10001508.0,2024-02-16,ZTY2,IN01,DI,CD,1004320
10001509.0,2024-02-16,ZTY3,IN01,DI,CD,1004320
10001510.0,2024-02-17,ZTY3,IN01,DI,CD,1000051
10001511.0,2024-02-17,ZTY3,IN01,DI,CD,1000051
10001513.0,2024-02-21,ZTY6,IN01,DI,CD,1007831
10001514.0,2024-02-28,ZSER,US01,DI,CD,1003972
10001517.0,2024-03-06,ZTY3,IN01,DI,CD,1000051
10001518.0,2024-03-06,ZTY3,IN01,DI,CD,1000051
10001519.0,2024-03-21,ZSOR,IN01,DI,CD,1000012
10001520.0,2024-03-22,ZRP1,IN01,DI,CD,1000012
10001521.0,2024-03-27,ZTY3,IN01,DI,CD,1000012
10001522.0,2024-03-27,ZTY3,IN01,DI,CD,1000012
10001523.0,2024-03-28,ZTY3,IN01,DI,CD,1000012
10001524.0,2024-04-03,ZTY2,IN01,DI,CD,1000012
10001525.0,2024-04-03,ZTY2,IN01,DI,CD,1000012
10001526.0,2024-04-04,ZTY6,IN01,DI,CD,1000012
10001527.0,2024-04-12,ZTY2,IN01,DI,CD,1000012
10001528.0,2024-04-06,ZTY3,IN01,DI,CD,1000012
10001529.0,2024-04-06,ZTY3,IN01,DI,CD,1000012
10001530.0,2024-04-06,ZTY2,IN01,DI,CD,1000012
10001531.0,2024-04-08,ZTY2,IN01,DI,CD,1000012
10001532.0,2024-04-08,ZTY2,IN01,DI,CD,1000012
10001533.0,2024-04-08,ZTY2,IN01,DI,CD,1000012
10001534.0,2024-04-11,ZTY2,IN01,DI,CD,1000012
10001535.0,2024-04-12,ZTY2,IN01,DI,CD,1000012
10001536.0,2024-04-12,ZTY3,IN01,DI,CD,1000012
10001537.0,2024-04-17,ZTY2,IN01,DI,CD,1000012
10001538.0,2024-04-18,ZTY3,IN01,DI,CD,1000012
10001539.0,2024-04-18,ZTY2,IN01,DI,CD,1000012
10001540.0,2024-04-18,ZTY2,IN01,DI,CD,1000012
10001541.0,2024-04-18,ZTY2,IN01,DI,CD,1000012
10001542.0,2024-04-19,ZTY2,IN01,DI,CD,1000126
10001543.0,2024-04-19,ZTY2,IN01,DI,CD,1000126
10001544.0,2024-04-19,ZTY2,IN01,DI,CD,1000126
10001545.0,2024-04-20,ZTY2,IN01,DI,CD,1000012
10001546.0,2024-04-24,ZSM1,IN01,EX,CD,1000331
10001547.0,2024-05-02,ZTY2,IN01,DI,CD,1000126
10001548.0,2024-05-03,ZTY3,IN01,DI,CD,1000012
10001549.0,2024-05-03,ZTR1,IN15,DI,CD,1000148
10001550.0,2024-05-08,ZTY2,IN01,DI,CD,1000126
10001552.0,2024-05-13,ZTY2,IN01,DI,CD,1000126
10001553.0,2024-05-13,ZTY2,IN01,DI,CD,1000126
10001554.0,2024-05-14,ZTY3,IN01,DI,CD,1000126
10001555.0,2024-05-15,ZTY3,IN01,DI,CD,1000126
10001560.0,2024-05-15,ZTY3,IN01,DI,CD,1000216
10001561.0,2024-05-15,ZTY3,IN01,DI,CD,1000247
10001562.0,2024-05-18,ZTY2,IN01,DI,CD,1000126
10001563.0,2024-05-28,ZSO3,IN02,SD,CD,1000216
10001564.0,2024-05-28,ZSO5,IN02,SD,CD,1000216
10001565.0,2024-06-06,ZTY2,IN01,DI,CD,1000126
10001566.0,2024-07-18,ZSCR,IN01,DI,SC,1000012
10001567.0,2024-07-18,ZSCR,IN01,DI,SC,1000012
10001568.0,2024-07-30,ZTY2,IN01,DI,CD,1000126
10001569.0,2024-07-30,ZTY2,IN01,DI,CD,1004546
10001571.0,2024-07-31,ZTY2,IN01,DI,CD,1004546
10001573.0,2024-07-31,ZTY2,IN01,DI,CD,1000007
10001574.0,2024-08-27,ZTY2,IN01,DI,CD,1000247
10001575.0,2024-09-11,ZTY1,IN01,ST,CD,PL3303
10001576.0,2024-09-11,ZTY2,IN01,DI,CD,1000012
10001577.0,2024-09-18,ZTY2,IN01,DI,CD,1000012
10001579.0,2024-09-23,ZTY2,IN01,DI,CD,1000012
10001580.0,2024-10-05,ZSCR,IN01,DI,SC,1000012
10001581.0,2024-10-05,ZSCP,IN01,DI,CD,1000012
10001582.0,2024-10-05,ZSCR,IN01,DI,SC,1000012
10001583.0,2024-10-07,ZSCP,IN01,DI,CD,1000012
10001584.0,2024-10-07,ZSCR,IN01,DI,SC,1000012
10001585.0,2024-10-08,ZRP1,IN01,DI,CD,1000247
10001586.0,2024-10-18,ZTY3,IN01,DI,CD,1000012
10001587.0,2024-11-06,ZTY1,IN01,DI,CD,1000012
10001588.0,2024-11-06,ZTPS,IN01,DI,CD,1000012
10001589.0,2024-11-15,ZEX2,IN01,EX,CD,1003801
10001590.0,2024-11-15,ZTPS,IN01,EX,CD,1003801
10001591.0,2024-11-16,ZVLS,IN10,SI,CD,1011570
10001592.0,2024-11-18,ZEX3,IN01,EX,CD,1004038
10001593.0,2024-11-18,ZEX3,IN01,EX,CD,1004038
10001594.0,2024-11-20,ZEX2,IN01,EX,CD,1003801
10001595.0,2024-11-22,ZSCR,IN01,DI,SC,1000012
10001596.0,2024-11-27,ZTY2,IN01,DI,CD,1007831
10001598.0,2024-12-05,ZEX2,IN01,EX,CD,1003801
10001599.0,2024-12-09,ZRP1,IN01,EX,CD,1003801
10001600.0,2024-12-10,ZRP1,IN01,DI,CD,1004134
10001601.0,2024-12-17,ZODL,IN01,DI,CD,1011818
10001602.0,2024-12-23,ZSOR,IN01,DI,CD,1011818
10001603.0,2024-12-26,ZSOR,IN01,DI,CD,1011818
10001604.0,2025-01-02,ZOR,IN01,DI,CD,1003304
10001605.0,2025-01-12,ZOR,IN01,DI,CD,1000126
10001606.0,2025-01-12,ZTY3,IN01,DI,CD,1000126
10001607.0,2025-01-12,ZTY3,IN01,DI,CD,1000126
10001608.0,2025-01-12,ZTY3,IN01,DI,CD,1000126
10001609.0,2025-01-12,ZTY3,IN01,DI,CD,1000126
10001610.0,2025-01-12,ZTY3,IN01,DI,CD,1000126
10001611.0,2025-01-12,ZTY3,IN01,DI,CD,1000126
10001612.0,2025-01-18,ZTY1,IN01,DI,CD,1004320
10001613.0,2025-01-18,ZOEM,IN01,DI,CD,1011818
10001614.0,2025-01-20,ZOEM,IN01,DI,CD,1011818
10001615.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001616.0,2025-01-22,ZTY3,IN01,DI,CD,1011818
10001617.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001618.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001619.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001620.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001621.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001622.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001623.0,2025-01-22,ZOEM,IN01,DI,CD,1011818
10001624.0,2025-01-23,ZOEM,IN01,DI,CD,1011818
10001625.0,2025-01-23,ZOEM,IN01,DI,CD,1011818
10001626.0,2025-01-23,ZOEM,IN01,DI,CD,1011818
10001627.0,2025-01-23,ZTY3,IN01,DI,CD,1011818
10001628.0,2025-01-23,ZSOR,IN01,DI,CD,1000161
10001629.0,2025-01-23,ZOEM,IN01,DI,CD,1000161
10001630.0,2025-01-23,ZOEM,IN01,DI,CD,1011818
10001631.0,2025-01-23,ZOEM,IN01,DI,CD,1000161
10001632.0,2025-01-23,ZOEM,IN01,DI,CD,1011818
10001633.0,2025-01-23,ZOEM,IN01,DI,CD,1011818
10001634.0,2025-01-24,ZOEM,IN01,DI,CD,1011818
10001635.0,2025-01-24,ZTY3,IN01,DI,CD,1011818
10001636.0,2025-01-24,ZTY3,IN01,DI,CD,1011818
10001637.0,2025-01-24,ZOEM,IN01,DI,CD,1000161
10001638.0,2025-01-24,ZOEM,IN01,DI,CD,1011818
10001639.0,2025-01-25,ZTY3,IN01,DI,CD,1011818
10001640.0,2025-01-25,ZTY3,IN01,DI,CD,1011818
10001641.0,2025-01-25,ZTR1,IN01,DI,CD,1011818
10001642.0,2025-01-28,ZOEM,IN01,DI,CD,1011818
10001643.0,2025-01-28,ZOEM,IN01,DI,CD,1011818
10001644.0,2025-01-28,ZOEM,IN01,DI,CD,1011818
10001645.0,2025-01-28,ZSOR,IN01,DI,CD,1011818
10001646.0,2025-01-28,ZSCR,IN01,DI,CD,1011818
10001647.0,2025-01-30,ZOEM,IN01,DI,CD,1011818
10001648.0,2025-02-04,ZSOR,IN01,DI,CD,1011818
10001649.0,2025-02-04,ZSOR,IN01,DI,CD,1011818
10001650.0,2025-02-10,ZTY3,IN01,DI,CD,1000206
10001651.0,2025-02-12,ZTY3,IN01,DI,CD,1000206
10001652.0,2025-02-12,ZTY2,IN01,DI,CD,1000206
10001653.0,2025-02-12,ZTY3,IN01,DI,CD,1000206
10001654.0,2025-02-12,ZTY3,IN01,DI,CD,1000206
10001655.0,2025-02-14,ZTY1,IN01,DI,CD,1011818
10001656.0,2025-02-14,ZTY2,IN01,DI,CD,1011818
10001657.0,2025-02-15,ZSOR,IN01,DI,CD,1011818
10001658.0,2025-02-18,ZTY3,IN01,DI,CD,1011818
10001659.0,2025-02-18,ZTY3,IN01,DI,CD,1000003
10001660.0,2025-02-18,ZTY3,IN01,DI,CD,1000003
10001661.0,2025-02-18,ZTY1,IN01,DI,CD,1011822
10001662.0,2025-02-18,ZTY1,IN01,DI,CD,1011822
10001663.0,2025-02-18,ZTY1,IN01,DI,CD,1011822
10001664.0,2025-03-03,ZOEM,IN01,DI,CD,1003304
10001665.0,2025-03-17,ZTR1,IN15,DI,CD,1011825
10001666.0,2025-03-29,ZTY3,IN01,DI,CD,1000206
10001667.0,2025-04-10,ZTY3,IN01,DI,CD,1011827
10001668.0,2025-05-14,ZSOR,IN01,DI,CD,1011818
10001669.0,2025-07-18,ZTY2,IN01,DI,CD,1000112
10001670.0,2025-07-17,ZTY2,IN01,DI,CD,1000103
10001671.0,2025-07-17,ZTY2,IN01,DI,CD,1000103
10001673.0,2025-07-17,ZTY2,IN01,DI,CD,1000084
10001674.0,2025-07-17,ZTY2,IN01,DI,CD,1000112
10001675.0,2025-07-18,ZTY2,IN01,DI,CD,1000112
10001676.0,2025-07-18,ZTY2,IN01,DI,CD,1000112
10001677.0,2025-07-18,ZTY2,IN01,DI,CD,1000112
10001678.0,2025-07-21,ZTY2,IN01,DI,CD,1000103
10001679.0,2025-07-21,ZTY2,IN01,DI,CD,1000103
10001680.0,2025-07-22,ZTY2,IN01,DI,CD,1000084
10001681.0,2025-07-23,ZTY2,IN01,DI,CD,1000103
10001682.0,2025-08-05,ZTY2,IN01,DI,CD,1000103
10001683.0,2025-08-08,ZOR,IN01,DI,CD,1003738
10001684.0,2025-08-13,ZOR,IN01,DI,CD,1003738
10001685.0,2025-08-18,ZOR,IN01,DI,CD,1003738
10001688.0,2025-08-22,ZTY3,IN01,DI,CD,1003738
10001689.0,2025-08-22,ZTY3,IN01,DI,CD,1003738
10001690.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001691.0,2025-09-06,ZTES,IN01,DI,CD,1003738
10001692.0,2025-09-08,ZTES,IN01,DI,CD,1003738
10001695.0,2025-09-08,ZTES,IN01,DI,CD,1003738
10001696.0,2025-09-08,ZTES,IN01,DI,CD,1003738
10001697.0,2025-09-08,ZTES,IN01,DI,CD,1003738
10001698.0,2025-09-09,ZTES,IN01,DI,CD,1003738
10001699.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001700.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001701.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001702.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001703.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001704.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001705.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001706.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001707.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001708.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001709.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001710.0,2025-09-10,ZTES,IN01,DI,CD,1003738
10001711.0,2025-09-11,ZTES,IN01,DI,CD,1003738
10001712.0,2025-09-11,ZTES,IN01,DI,CD,1003738
10001713.0,2025-09-11,ZTES,IN01,DI,CD,1003738
10001714.0,2025-09-11,ZTES,IN01,DI,CD,1003738
10001715.0,2025-09-11,ZTES,IN01,DI,CD,1003738
10001716.0,2025-09-11,ZTES,IN01,DI,CD,1003738
10001717.0,2025-09-12,ZTES,IN01,DI,CD,1003738
10001718.0,2025-09-12,ZTES,IN01,DI,CD,1003738
10001719.0,2025-09-12,ZTES,IN01,DI,CD,1003738
10001720.0,2025-09-12,ZTES,IN01,DI,CD,1003738
10001721.0,2025-09-15,ZTES,IN01,DI,CD,1003738
10001722.0,2025-09-15,ZTES,IN01,DI,CD,1003738
10001723.0,2025-09-15,ZTES,IN01,DI,CD,1003738
10001724.0,2025-09-15,ZTES,IN01,DI,CD,1003738
10001725.0,2025-09-16,ZTES,IN01,DI,CD,1003738
10001726.0,2025-09-17,ZTES,IN01,DI,CD,1003738
10001727.0,2025-09-17,ZTES,IN01,DI,CD,1003738
10001728.0,2025-09-17,ZTES,IN01,DI,CD,1003738
10001729.0,2025-09-17,ZTES,IN01,DI,CD,1003738
10001730.0,2025-10-10,ZTY3,IN01,DI,CD,1000004
10001731.0,2025-10-14,ZTY3,IN01,DI,CD,1000004
10001732.0,2025-10-16,ZTY3,IN01,DI,CD,1000004
10001733.0,2025-10-17,ZTY3,IN01,DI,CD,1000004
10001734.0,2025-10-17,ZTY3,IN01,DI,CD,1000004
10001735.0,2025-10-17,ZTY3,IN01,DI,CD,1000004
10001736.0,2025-10-23,ZTY3,IN01,DI,CD,1000004
10001737.0,2025-10-29,ZTY3,IN01,DI,CD,1000004
10001738.0,2025-10-30,ZTY2,IN01,DI,CD,1011827
10001740.0,2025-11-15,ZTE1,IN01,DI,CD,1000004
10001741.0,2025-11-10,ZTES,IN01,DI,CD,1003738
10001743.0,2025-11-13,ZTE1,IN01,DI,CD,1003738
10001744.0,2025-11-14,ZTES,IN01,DI,CD,1000004
10001745.0,2025-11-15,ZTES,IN01,DI,CD,1000004
10001746.0,2025-11-15,ZTE1,IN01,DI,CD,1000004
10001747.0,2025-11-15,ZTES,IN01,DI,CD,1000004
10001748.0,2025-11-15,ZTES,IN01,DI,CD,1000004
10001749.0,2025-11-15,ZTE1,IN01,DI,CD,1000004
10001750.0,2025-11-15,ZTES,IN01,DI,CD,1000004
10001751.0,2025-11-15,ZTE1,IN01,DI,CD,1000004
10001752.0,2025-11-15,ZTES,IN01,DI,CD,1000004
10001753.0,2025-11-15,ZTE1,IN01,DI,CD,1000004
10001754.0,2025-11-19,ZTY2,IN01,DI,CD,1004175
10001755.0,2025-11-19,ZTY2,IN01,DI,CD,1011827
10001756.0,2025-11-20,ZTES,IN01,DI,CD,1000004
10001757.0,2025-11-21,ZTY3,IN01,DI,CD,1000004
10001758.0,2025-11-21,ZTE1,IN01,DI,CD,1000004
10001759.0,2025-11-21,ZTY2,IN01,DI,CD,1004175
10001760.0,2025-11-21,ZTY3,IN01,DI,CD,1000004
10001761.0,2025-11-21,ZTE1,IN01,DI,CD,1000004
10001762.0,2025-12-01,ZTY2,IN01,DI,CD,1004175
13000000.0,2021-03-02,ZESR,IN11,SD,CD,1000126
13000001.0,2021-03-02,ZESR,IN11,SD,CD,1000126
13000002.0,2021-03-02,ZESR,IN11,SD,CD,1000126
13000003.0,2021-03-02,ZETS,IN11,BT,CD,1000126
13000004.0,2021-03-02,ZTY4,IN11,DT,CD,1000126
13000005.0,2021-03-04,ZTY4,IN11,DT,CD,1000012
13000006.0,2021-03-05,ZTY4,IN11,DT,CD,1000012
13000011.0,2021-03-05,ZTY4,IN11,DT,CD,1000012
13000012.0,2021-03-05,ZETS,IN11,BT,CD,1000012
13000014.0,2021-03-05,ZETS,IN11,BT,CD,1000012
13000015.0,2021-03-05,ZTY4,IN11,DT,CD,1000012
13000016.0,2021-03-05,ZTY4,IN11,DT,CD,1000012
13000017.0,2021-03-05,ZETS,IN11,BT,CD,1000012
13000018.0,2021-03-05,ZESR,IN11,SD,CD,1000012
13000019.0,2021-03-06,ZESR,IN11,SD,CD,1000011
13000020.0,2021-03-06,ZESR,IN11,SD,CD,1000011
13000021.0,2021-03-06,ZESR,IN11,SD,CD,1000011
13000022.0,2021-03-06,ZESR,IN11,SD,CD,1000011
13000023.0,2021-03-08,ZTY4,IN11,DT,CD,1000012
13000025.0,2021-03-17,ZTY4,IN11,DT,CD,1000012
13000026.0,2021-04-14,ZTY4,IN11,DT,CD,1000012
13000027.0,2021-04-21,ZTY4,IN11,DT,CD,1000012
13000028.0,2021-04-21,ZTY4,IN11,DT,CD,1000012
13000030.0,2021-05-27,ZESR,IN11,SD,CD,1000012
13000031.0,2022-01-04,ZTY4,IN11,DT,CD,1000012
13000032.0,2022-01-04,ZTY4,IN11,DT,CD,1000012
13000033.0,2022-01-05,ZTY4,IN11,DT,CD,1000012
13000034.0,2022-01-06,ZTY4,IN11,DT,CD,1000012
13000035.0,2022-01-07,ZTY4,IN11,DT,CD,1000012
13000036.0,2022-01-10,ZTY4,IN11,DT,CD,1000012
13000037.0,2022-01-10,ZTY4,IN11,DT,CD,1000012
13000038.0,2022-01-10,ZTY4,IN11,DT,CD,1000012
13000039.0,2022-01-10,ZTY4,IN11,DT,CD,1007801
13000040.0,2022-01-10,ZTY4,IN11,DT,CD,1007801
13000041.0,2022-01-10,ZTY4,IN11,DT,CD,1007801
13000045.0,2022-01-12,ZTY4,IN01,DT,CD,1007801
13000048.0,2022-01-12,ZTY4,IN11,DT,CD,1007801
13000061.0,2022-01-14,ZTY4,IN11,DT,CD,1007801
13000062.0,2022-01-14,ZTY4,IN11,DT,CD,1007801
13000063.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000064.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000065.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000066.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000067.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000068.0,2022-01-15,ZTY4,IN11,DT,CD,1000012
13000069.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000070.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000071.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000072.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000073.0,2022-01-15,ZTY4,IN11,DT,CD,1007801
13000074.0,2022-01-16,ZTY4,IN11,DT,CD,1007801
13000076.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000077.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000078.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000079.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000080.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000081.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000082.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000083.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000084.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000085.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000086.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000087.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000088.0,2022-01-17,ZTY4,IN11,DT,CD,1007801
13000093.0,2022-01-19,ZTY4,IN11,DT,CD,1007801
13000094.0,2022-01-19,ZTY4,IN11,DT,CD,1007801
13000095.0,2022-01-19,ZTY4,IN11,DT,CD,1007801
13000096.0,2022-01-19,ZTY4,IN11,DT,CD,1007801
13000097.0,2022-01-19,ZTY4,IN11,DT,CD,1007801
13000098.0,2022-01-19,ZTY4,IN11,DT,CD,1007801
13000099.0,2022-01-20,ZTY4,IN11,DT,CD,1007806
13000100.0,2022-01-20,ZTY4,IN11,DT,CD,1007806
13000101.0,2022-01-20,ZTY4,IN11,DT,CD,1007806
13000102.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000103.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000104.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000105.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000106.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000107.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000108.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000109.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000110.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000111.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000112.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000113.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000114.0,2022-01-21,ZTY4,IN11,DT,CD,1007806
13000115.0,2022-01-22,ZTY4,IN11,DT,CD,1007806
13000116.0,2022-01-22,ZTY4,IN11,DT,CD,1007808
13000117.0,2022-01-22,ZTY4,IN11,DT,CD,1007808
13000118.0,2022-01-22,ZTY4,IN11,DT,CD,1007808
13000119.0,2022-01-23,ZTY4,IN11,DT,CD,1007806
13000120.0,2022-01-23,ZTY4,IN11,DT,CD,1007806
13000121.0,2022-01-23,ZTY4,IN11,DT,CD,1007806
13000122.0,2022-01-25,ZTY4,IN11,DT,CD,1007806
13000123.0,2022-01-25,ZTY4,IN11,DT,CD,1007806
13000124.0,2022-01-25,ZTY4,IN11,DT,CD,1007806
13000125.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000126.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000127.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000128.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000129.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000130.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000131.0,2022-01-26,ZTY4,IN11,DT,CD,1007806
13000132.0,2022-01-29,ZTY4,IN11,DT,CD,1007806
13000133.0,2022-01-29,ZTY4,IN11,DT,CD,1007806
13000134.0,2022-01-29,ZTY4,IN11,DT,CD,1007806
13000135.0,2022-01-29,ZTY4,IN11,DT,CD,1007806
13000136.0,2022-01-29,ZTY4,IN11,DT,CD,1007806
13000137.0,2022-01-29,ZTY4,IN11,DT,CD,1007806
13000138.0,2022-01-31,ZTY4,IN11,DT,CD,1007806
13000141.0,2022-01-31,ZTY4,IN11,DT,CD,1007818
13000143.0,2022-02-01,ZTY4,IN11,DT,CD,1007808
