Material,Material type,Material Group,Base Unit of Measure
110000001918,ZHAW,C0013,EA
110000001919,ZHAW,O0001,EA
110000001920,ZHAW,O0001,EA
110000001921,ZHAW,C0013,EA
110000001922,ZHAW,C0013,EA
110000001923,ZHAW,C0013,M2
110000001924,ZHAW,C0013,EA
110000001925,ZHAW,C0013,EA
110000001926,ZHAW,C0013,M
110000001927,ZHAW,C0013,EA
110000001928,ZHAW,C0013,EA
110000001929,ZHAW,C0013,M
110000001930,ZHAW,C0013,M
110000001931,ZHAW,C0013,M
110000001932,ZHAW,B0002,KG
110000001933,ZHAW,B0002,EA
110000001934,ZHAW,O0001,EA
110000001935,ZHAW,B0002,EA
110000001936,ZHAW,O0001,EA
110000001937,ZHAW,B0002,EA
110000001938,ZHAW,O0001,KG
110000001939,ZHAW,O0001,EA
110000001940,ZHAW,G0003,EA
110000001941,ZHAW,E0003,EA
110000001942,ZHAW,E0003,EA
110000001943,ZHAW,E0003,EA
110000001944,ZHAW,E0003,EA
110000001945,ZHAW,E0003,EA
110000001946,ZHAW,E0003,EA
110000001947,ZHAW,P0009,EA
110000001948,ZHAW,C0013,EA
110000001949,ZHAW,O0001,EA
110000001950,ZHAW,O0001,EA
110000001951,ZHAW,O0001,TON
110000001952,ZHAW,P0009,TON
110000001953,ZHAW,O0001,EA
110000001954,ZHAW,O0001,EA
110000001955,ZHAW,O0001,EA
110000001956,ZHAW,O0001,EA
110000001957,ZHAW,P0009,EA
110000001958,ZHAW,P0009,EA
110000001959,ZHAW,O0001,EA
110000001960,ZHAW,O0001,EA
110000001961,ZHAW,O0001,EA
110000001962,ZHAW,O0001,M
110000001963,ZHAW,O0001,EA
110000001964,ZHAW,O0001,EA
110000001965,ZHAW,O0001,EA
110000001966,ZHAW,O0001,EA
110000001967,ZHAW,O0001,EA
110000001968,ZHAW,O0001,EA
110000001969,ZHAW,O0001,EA
110000001970,ZHAW,O0001,EA
110000001971,ZHAW,E0003,EA
110000001972,ZHAW,E0003,EA
110000001973,ZHAW,E0003,EA
110000001974,ZHAW,E0003,EA
110000001975,ZHAW,O0001,FT2
110000001976,ZHAW,O0001,EA
110000001977,ZHAW,O0001,M
110000001978,ZHAW,O0001,EA
110000001979,ZHAW,O0001,EA
110000001980,ZHAW,O0001,EA
110000001981,ZHAW,O0001,EA
110000001982,ZHAW,C0013,EA
110000001983,ZHAW,O0001,KG
110000001984,ZHAW,O0001,EA
110000001985,ZHAW,O0001,KG
110000001986,ZHAW,C0013,EA
110000001987,ZHAW,C0013,EA
110000001988,ZHAW,C0013,EA
110000001989,ZHAW,C0013,FT2
110000001990,ZHAW,C0013,M
110000001991,ZHAW,C0013,M
110000001992,ZHAW,P0009,M
110000001993,ZHAW,O0001,M
110000001994,ZHAW,P0009,EA
110000001995,ZHAW,C0013,M
110000001996,ZHAW,C0013,M
110000001997,ZHAW,P0005,M
110000001998,ZHAW,P0005,M
110000001999,ZHAW,P0005,M
110000002000,ZHAW,O0001,M
110000002001,ZHAW,C0013,M
110000002002,ZHAW,C0013,M
110000002003,ZHAW,C0013,EA
110000002004,ZHAW,C0013,M
110000002005,ZHAW,O0001,M
110000002006,ZHAW,O0001,M
110000002007,ZHAW,O0001,M
110000002008,ZHAW,O0001,M
110000002009,ZHAW,O0001,M
110000002010,ZHAW,E0003,EA
110000002011,ZHAW,O0001,EA
110000002012,ZHAW,O0001,EA
110000002013,ZHAW,O0001,EA
110000002014,ZHAW,O0001,EA
110000002015,ZHAW,O0001,EA
110000002016,ZHAW,O0001,EA
110000002017,ZHAW,C0013,EA
110000002018,ZHAW,O0001,EA
110000002019,ZHAW,O0001,EA
110000002020,ZHAW,C0013,EA
110000002021,ZHAW,O0001,EA
110000002022,ZHAW,O0001,EA
110000002023,ZHAW,O0001,EA
110000002024,ZHAW,E0003,EA
110000002025,ZHAW,C0013,EA
110000002026,ZHAW,M0003,EA
110000002027,ZHAW,O0001,M
110000002028,ZHAW,O0001,KG
110000002029,ZHAW,C0013,EA
110000002030,ZHAW,C0013,EA
110000002031,ZHAW,C0013,EA
110000002032,ZHAW,C0013,EA
110000002033,ZHAW,C0013,EA
110000002034,ZHAW,C0013,EA
110000002035,ZHAW,O0001,EA
110000002036,ZHAW,O0001,EA
110000002037,ZHAW,O0001,EA
110000002038,ZHAW,O0001,EA
110000002039,ZHAW,O0001,EA
110000002040,ZHAW,O0001,EA
110000002041,ZHAW,O0001,EA
110000002042,ZHAW,O0001,EA
110000002043,ZHAW,O0001,EA
110000002044,ZHAW,O0001,EA
110000002045,ZHAW,O0001,EA
110000002046,ZHAW,O0001,EA
110000002047,ZHAW,O0001,EA
110000002048,ZHAW,O0001,EA
110000002049,ZHAW,P0009,EA
110000002050,ZHAW,O0001,EA
110000002051,ZHAW,O0001,KG
110000002052,ZHAW,O0001,EA
110000002053,ZHAW,O0001,EA
110000002054,ZHAW,O0001,EA
110000002055,ZHAW,O0001,EA
110000002056,ZHAW,O0001,EA
110000002057,ZHAW,O0001,EA
110000002058,ZHAW,O0001,EA
110000002059,ZHAW,O0001,EA
110000002060,ZHAW,O0001,EA
110000002061,ZHAW,O0001,M
110000002062,ZHAW,O0001,EA
110000002063,ZHAW,O0001,EA
110000002064,ZHAW,O0001,EA
110000002065,ZHAW,E0003,EA
110000002066,ZHAW,E0003,EA
110000002067,ZHAW,E0003,EA
110000002068,ZHAW,E0003,EA
110000002069,ZHAW,I0003,M
110000002070,ZHAW,O0001,M
110000002071,ZHAW,E0003,EA
110000002072,ZHAW,O0001,EA
110000002073,ZHAW,O0001,EA
110000002074,ZHAW,O0001,KG
110000002075,ZHAW,O0001,M
110000002076,ZHAW,O0001,EA
110000002077,ZHAW,O0001,EA
110000002078,ZHAW,O0001,M
110000002079,ZHAW,O0001,KG
110000002080,ZHAW,C0013,M
110000002081,ZHAW,C0013,M
110000002082,ZHAW,C0013,M
110000002083,ZHAW,C0013,M
110000002084,ZHAW,O0001,EA
110000002085,ZHAW,I0003,EA
110000002086,ZHAW,C0013,EA
110000002087,ZHAW,O0001,EA
110000002088,ZHAW,C0013,EA
110000002089,ZHAW,C0013,EA
110000002090,ZHAW,C0013,EA
110000002091,ZHAW,C0013,EA
110000002092,ZHAW,C0013,EA
110000002093,ZHAW,C0013,EA
110000002094,ZHAW,C0013,EA
110000002095,ZHAW,C0013,EA
110000002096,ZHAW,C0013,M
110000002097,ZHAW,C0013,EA
110000002098,ZHAW,C0013,EA
110000002099,ZHAW,C0013,EA
110000002100,ZHAW,C0013,EA
110000002101,ZHAW,C0013,EA
110000002102,ZHAW,C0013,EA
110000002103,ZHAW,C0013,EA
110000002104,ZHAW,C0013,EA
110000002105,ZHAW,C0013,EA
110000002106,ZHAW,C0013,EA
110000002107,ZHAW,O0001,EA
110000002108,ZHAW,E0003,EA
110000002109,ZHAW,O0001,M
110000002110,ZHAW,O0001,M
110000002111,ZHAW,O0001,M
110000002112,ZHAW,O0001,M
110000002113,ZHAW,O0001,M
110000002114,ZHAW,C0013,EA
110000002115,ZHAW,C0013,EA
110000002116,ZHAW,C0013,EA
110000002117,ZHAW,C0013,EA
110000002118,ZHAW,C0013,EA
110000002119,ZHAW,C0013,EA
110000002120,ZHAW,O0001,EA
110000002121,ZHAW,C0013,EA
110000002122,ZHAW,C0013,EA
110000002123,ZHAW,O0001,EA
110000002124,ZHAW,O0001,EA
110000002125,ZHAW,M0003,EA
110000002126,ZHAW,O0001,EA
110000002127,ZHAW,O0001,EA
110000002128,ZHAW,C0013,EA
110000002129,ZHAW,C0013,EA
110000002130,ZHAW,C0013,EA
110000002131,ZHAW,O0001,EA
110000002132,ZHAW,B0002,EA
110000002133,ZHAW,C0013,EA
110000002134,ZHAW,O0001,EA
110000002135,ZHAW,C0013,EA
110000002136,ZHAW,C0013,EA
110000002137,ZHAW,C0013,EA
110000002138,ZHAW,C0013,EA
110000002139,ZHAW,O0001,EA
110000002140,ZHAW,O0001,EA
110000002141,ZHAW,O0001,EA
110000002142,ZHAW,O0001,EA
110000002143,ZHAW,B0002,EA
110000002144,ZHAW,O0001,EA
110000002145,ZHAW,E0003,EA
110000002146,ZHAW,E0003,EA
110000002147,ZHAW,E0003,EA
110000002148,ZHAW,C0013,EA
110000002149,ZHAW,E0003,M
110000002150,ZHAW,E0003,M
110000002151,ZHAW,I0003,M
110000002152,ZHAW,E0003,M
110000002153,ZHAW,O0001,EA
110000002154,ZHAW,O0001,EA
110000002155,ZHAW,O0001,EA
110000002156,ZHAW,O0001,EA
110000002157,ZHAW,O0001,EA
110000002158,ZHAW,O0001,EA
110000002159,ZHAW,O0001,M
110000002160,ZHAW,O0001,EA
110000002161,ZHAW,E0003,EA
110000002162,ZHAW,P0005,PAC
110000002163,ZHAW,E0003,EA
110000002164,ZHAW,E0003,EA
110000002165,ZHAW,C0013,EA
110000002166,ZHAW,E0003,EA
110000002167,ZHAW,O0001,EA
110000002168,ZHAW,O0001,EA
110000002169,ZHAW,O0001,EA
110000002170,ZHAW,O0001,EA
110000002171,ZHAW,O0001,EA
110000002172,ZHAW,O0001,EA
110000002173,ZHAW,O0001,EA
110000002174,ZHAW,O0001,EA
110000002175,ZHAW,B0002,EA
110000002176,ZHAW,O0001,EA
110000002177,ZHAW,C0013,EA
110000002178,ZHAW,O0001,EA
110000002179,ZHAW,I0003,PAC
110000002180,ZHAW,I0003,PAC
110000002181,ZHAW,O0001,PAC
110000002182,ZHAW,O0001,PAC
110000002183,ZHAW,I0003,M
110000002184,ZHAW,E0003,M
110000002185,ZHAW,O0001,PAC
110000002186,ZHAW,C0013,EA
110000002187,ZHAW,C0013,EA
110000002188,ZHAW,O0001,EA
110000002189,ZHAW,C0013,EA
110000002190,ZHAW,O0001,EA
110000002191,ZHAW,O0001,EA
110000002192,ZHAW,P0009,EA
110000002193,ZHAW,C0013,M
110000002194,ZHAW,E0003,M
110000002195,ZHAW,C0013,M
110000002196,ZHAW,C0013,M
110000002197,ZHAW,C0013,M
110000002198,ZHAW,C0013,M
110000002199,ZHAW,C0013,EA
110000002200,ZHAW,C0013,M
110000002201,ZHAW,O0001,M
110000002202,ZHAW,E0003,KG
110000002203,ZHAW,P0005,EA
110000002204,ZHAW,O0001,EA
110000002205,ZHAW,O0001,EA
110000002206,ZHAW,O0001,EA
110000002207,ZHAW,C0013,M
110000002208,ZHAW,C0013,M
110000002209,ZHAW,C0013,M
110000002210,ZHAW,O0001,EA
110000002211,ZHAW,C0013,M
110000002212,ZHAW,C0013,M
110000002213,ZHAW,O0001,EA
110000002214,ZHAW,C0013,M
110000002215,ZHAW,C0013,M
110000002216,ZHAW,C0013,M
110000002217,ZHAW,M0003,M
110000002218,ZHAW,O0001,EA
110000002219,ZHAW,O0001,EA
110000002220,ZHAW,E0003,EA
110000002221,ZHAW,O0001,EA
110000002222,ZHAW,E0003,EA
110000002223,ZHAW,E0003,EA
110000002224,ZHAW,O0001,EA
110000002225,ZHAW,O0001,EA
110000002226,ZHAW,C0013,EA
110000002227,ZHAW,O0001,EA
110000002228,ZHAW,C0013,M
110000002229,ZHAW,E0003,EA
110000002230,ZHAW,E0003,EA
110000002231,ZHAW,E0003,EA
110000002232,ZHAW,E0003,EA
110000002233,ZHAW,O0001,EA
110000002234,ZHAW,C0013,EA
110000002235,ZHAW,O0001,EA
110000002236,ZHAW,C0013,EA
110000002237,ZHAW,C0013,EA
110000002238,ZHAW,O0001,EA
110000002239,ZHAW,O0001,EA
110000002240,ZHAW,O0001,EA
110000002241,ZHAW,O0001,EA
110000002242,ZHAW,O0001,EA
110000002243,ZHAW,O0001,EA
110000002244,ZHAW,O0001,EA
110000002245,ZHAW,O0001,EA
110000002246,ZHAW,C0013,M
110000002247,ZHAW,E0003,EA
110000002248,ZHAW,O0001,EA
110000002249,ZHAW,O0001,EA
110000002250,ZHAW,O0001,EA
110000002251,ZHAW,O0001,EA
110000002252,ZHAW,B0003,EA
110000002253,ZHAW,B0003,EA
110000002254,ZHAW,B0003,EA
110000002255,ZHAW,B0003,EA
110000002256,ZHAW,E0003,EA
110000002257,ZHAW,E0003,EA
110000002258,ZHAW,C0013,M
110000002259,ZHAW,C0013,EA
110000002260,ZHAW,O0001,EA
110000002261,ZHAW,P0005,EA
110000002262,ZHAW,O0001,EA
110000002263,ZHAW,E0003,EA
110000002264,ZHAW,O0001,EA
110000002265,ZHAW,O0001,EA
110000002266,ZHAW,O0001,EA
110000002267,ZHAW,O0001,M
110000002269,ZHAW,E0003,M
110000002270,ZHAW,E0003,EA
110000002271,ZHAW,O0001,PAC
110000002272,ZHAW,E0003,M
110000002273,ZHAW,O0001,EA
110000002274,ZHAW,E0003,EA
110000002275,ZHAW,M0003,EA
110000002276,ZHAW,E0003,EA
110000002277,ZHAW,E0003,EA
110000002278,ZHAW,E0003,EA
110000002279,ZHAW,E0003,EA
110000002280,ZHAW,E0003,EA
110000002281,ZHAW,C0013,EA
110000002282,ZHAW,E0003,EA
110000002283,ZHAW,O0001,M
110000002284,ZHAW,O0001,M
110000002285,ZHAW,O0001,EA
110000002286,ZHAW,O0001,EA
110000002287,ZHAW,O0001,KG
110000002288,ZHAW,E0003,EA
110000002289,ZHAW,E0003,M
110000002290,ZHAW,E0003,M
110000002291,ZHAW,E0003,M
110000002292,ZHAW,E0003,M
110000002293,ZHAW,E0003,EA
110000002294,ZHAW,E0003,EA
110000002295,ZHAW,E0003,EA
110000002296,ZHAW,E0003,EA
110000002297,ZHAW,E0003,EA
110000002298,ZHAW,E0003,EA
110000002299,ZHAW,O0001,EA
110000002300,ZHAW,O0001,EA
110000002301,ZHAW,O0001,EA
110000002302,ZHAW,O0001,EA
110000002303,ZHAW,O0001,EA
110000002304,ZHAW,E0003,EA
110000002305,ZHAW,E0003,EA
110000002306,ZHAW,O0001,EA
110000002307,ZHAW,O0001,EA
110000002308,ZHAW,E0003,PAC
110000002309,ZHAW,O0001,EA
110000002310,ZHAW,O0001,EA
110000002311,ZHAW,O0001,EA
110000002312,ZHAW,C0013,EA
110000002313,ZHAW,C0013,EA
110000002314,ZHAW,E0003,EA
110000002315,ZHAW,B0002,EA
110000002316,ZHAW,E0003,EA
110000002317,ZHAW,E0003,EA
110000002318,ZHAW,E0003,M
110000002319,ZHAW,E0003,M
110000002320,ZHAW,E0003,EA
110000002321,ZHAW,M0003,EA
110000002322,ZHAW,M0003,EA
110000002323,ZHAW,C0013,EA
110000002324,ZHAW,O0001,EA
110000002325,ZHAW,E0003,EA
110000002326,ZHAW,O0001,EA
110000002327,ZHAW,O0001,EA
110000002328,ZHAW,O0001,EA
110000002329,ZHAW,O0001,EA
110000002330,ZHAW,O0001,EA
110000002331,ZHAW,O0001,EA
110000002332,ZHAW,O0001,EA
110000002333,ZHAW,O0001,EA
110000002334,ZHAW,O0001,EA
110000002335,ZHAW,O0001,EA
110000002336,ZHAW,O0001,EA
110000002337,ZHAW,C0013,EA
110000002338,ZHAW,O0001,EA
110000002339,ZHAW,C0013,EA
110000002340,ZHAW,C0013,EA
110000002341,ZHAW,C0013,EA
110000002342,ZHAW,C0013,EA
110000002343,ZHAW,C0013,EA
110000002344,ZHAW,C0013,EA
110000002345,ZHAW,O0001,EA
110000002346,ZHAW,M0003,EA
110000002347,ZHAW,C0013,TON
110000002348,ZHAW,O0001,EA
110000002349,ZHAW,O0001,EA
110000002350,ZHAW,O0001,KG
110000002351,ZHAW,C0013,EA
110000002352,ZHAW,C0013,EA
110000002353,ZHAW,C0013,EA
110000002354,ZHAW,C0013,EA
110000002355,ZHAW,O0001,EA
110000002356,ZHAW,O0001,EA
110000002357,ZHAW,O0001,EA
110000002358,ZHAW,O0001,EA
110000002359,ZHAW,C0013,EA
110000002360,ZHAW,C0013,EA
110000002361,ZHAW,O0001,EA
110000002362,ZHAW,O0001,EA
110000002363,ZHAW,O0001,EA
110000002364,ZHAW,P0009,EA
110000002365,ZHAW,O0001,EA
110000002366,ZHAW,C0013,M
110000002367,ZHAW,C0013,EA
110000002368,ZHAW,O0001,EA
110000002369,ZHAW,O0001,EA
110000002370,ZHAW,O0001,EA
110000002371,ZHAW,E0003,EA
110000002372,ZHAW,C0013,EA
110000002373,ZHAW,O0001,EA
110000002374,ZHAW,O0001,M
110000002375,ZHAW,E0003,EA
110000002376,ZHAW,E0003,EA
110000002377,ZHAW,E0003,EA
110000002378,ZHAW,E0003,EA
110000002379,ZHAW,E0003,EA
110000002380,ZHAW,E0003,EA
110000002381,ZHAW,E0003,EA
110000002382,ZHAW,E0003,EA
110000002383,ZHAW,C0013,EA
110000002384,ZHAW,C0013,EA
110000002385,ZHAW,E0003,EA
110000002386,ZHAW,O0001,EA
110000002387,ZHAW,O0001,EA
110000002388,ZHAW,O0001,EA
110000002389,ZHAW,O0001,EA
110000002390,ZHAW,O0001,EA
110000002391,ZHAW,O0001,PAA
110000002392,ZHAW,C0013,EA
110000002393,ZHAW,C0013,EA
110000002394,ZHAW,O0001,EA
110000002395,ZHAW,O0001,EA
110000002396,ZHAW,O0001,EA
110000002397,ZHAW,C0013,M
110000002398,ZHAW,C0013,M
110000002399,ZHAW,E0003,EA
110000002400,ZHAW,E0003,M
110000002401,ZHAW,E0003,EA
110000002402,ZHAW,E0003,EA
110000002403,ZHAW,E0003,EA
110000002404,ZHAW,E0003,EA
110000002405,ZHAW,E0003,EA
110000002406,ZHAW,O0001,EA
110000002407,ZHAW,C0013,EA
110000002408,ZHAW,C0013,EA
110000002409,ZHAW,C0013,EA
110000002410,ZHAW,C0013,EA
110000002411,ZHAW,O0001,TON
110000002412,ZHAW,E0003,EA
110000002413,ZHAW,E0003,EA
110000002415,ZHAW,E0003,EA
110000002416,ZHAW,C0013,EA
110000002417,ZHAW,C0013,EA
110000002418,ZHAW,C0013,EA
110000002419,ZHAW,C0013,EA
110000002420,ZHAW,C0013,EA
110000002421,ZHAW,C0013,EA
110000002422,ZHAW,C0013,M
110000002423,ZHAW,E0003,EA
110000002424,ZHAW,O0001,EA
110000002425,ZHAW,O0001,EA
110000002426,ZHAW,C0013,M
110000002427,ZHAW,C0013,M
110000002428,ZHAW,C0013,M
110000002429,ZHAW,C0013,M
110000002430,ZHAW,O0001,M
110000002431,ZHAW,B0003,EA
110000002432,ZHAW,C0013,M
110000002433,ZHAW,P0005,EA
110000002434,ZHAW,P0005,EA
110000002435,ZHAW,O0001,M
110000002436,ZHAW,C0013,M
110000002437,ZHAW,C0013,M
110000002438,ZHAW,C0013,M
110000002439,ZHAW,C0013,M
110000002440,ZHAW,E0003,EA
110000002442,ZHAW,E0003,EA
110000002443,ZHAW,E0003,EA
110000002444,ZHAW,C0013,M
110000002445,ZHAW,O0001,EA
110000002446,ZHAW,O0001,EA
110000002447,ZHAW,O0001,EA
110000002448,ZHAW,O0001,EA
110000002449,ZHAW,O0001,EA
110000002450,ZHAW,O0001,EA
110000002451,ZHAW,O0001,EA
110000002452,ZHAW,C0013,M
110000002453,ZHAW,O0001,M
110000002454,ZHAW,O0001,M
110000002455,ZHAW,P0005,M
110000002456,ZHAW,P0005,M
110000002457,ZHAW,O0001,M
110000002458,ZHAW,O0001,M
110000002459,ZHAW,O0001,M
110000002460,ZHAW,P0005,M
110000002461,ZHAW,P0005,M
110000002462,ZHAW,P0005,M
110000002463,ZHAW,P0005,M
110000002464,ZHAW,O0001,M
110000002465,ZHAW,O0001,M
110000002466,ZHAW,C0013,M
110000002467,ZHAW,C0013,EA
110000002468,ZHAW,E0003,EA
110000002469,ZHAW,E0003,EA
110000002470,ZHAW,O0001,EA
110000002471,ZHAW,P0005,EA
110000002472,ZHAW,P0005,TON
110000002473,ZHAW,O0001,EA
110000002474,ZHAW,O0001,EA
110000002475,ZHAW,E0003,EA
110000002476,ZHAW,E0003,EA
110000002477,ZHAW,O0001,M
110000002478,ZHAW,C0013,M
110000002479,ZHAW,O0001,EA
110000002480,ZHAW,O0001,EA
110000002481,ZHAW,O0001,EA
110000002482,ZHAW,O0001,EA
110000002483,ZHAW,O0001,EA
110000002484,ZHAW,O0001,EA
110000002485,ZHAW,I0003,EA
110000002486,ZHAW,B0003,EA
110000002487,ZHAW,C0013,EA
110000002488,ZHAW,O0001,EA
110000002489,ZHAW,O0001,EA
110000002490,ZHAW,O0001,EA
110000002491,ZHAW,C0013,EA
110000002492,ZHAW,O0001,EA
110000002493,ZHAW,O0001,M
110000002494,ZHAW,O0001,M
110000002495,ZHAW,O0001,M
110000002496,ZHAW,O0001,M
110000002497,ZHAW,O0001,EA
110000002498,ZHAW,O0001,EA
110000002499,ZHAW,O0001,M
110000002500,ZHAW,O0001,EA
110000002501,ZHAW,O0001,EA
110000002502,ZHAW,O0001,EA
110000002503,ZHAW,O0001,EA
110000002504,ZHAW,O0001,EA
110000002505,ZHAW,O0001,EA
110000002506,ZHAW,O0001,EA
110000002507,ZHAW,O0001,EA
110000002508,ZHAW,O0001,EA
110000002509,ZHAW,O0001,EA
110000002510,ZHAW,O0001,EA
110000002511,ZHAW,O0001,EA
110000002512,ZHAW,O0001,EA
110000002513,ZHAW,O0001,EA
110000002514,ZHAW,O0001,EA
110000002515,ZHAW,O0001,EA
110000002516,ZHAW,O0001,EA
110000002517,ZHAW,O0001,EA
110000002518,ZHAW,O0001,EA
110000002519,ZHAW,O0001,M
110000002520,ZHAW,O0001,EA
110000002521,ZHAW,O0001,EA
110000002522,ZHAW,I0003,EA
110000002523,ZHAW,C0013,M
110000002524,ZHAW,O0001,EA
110000002525,ZHAW,O0001,EA
110000002526,ZHAW,O0001,EA
110000002527,ZHAW,O0001,KG
110000002528,ZHAW,O0001,EA
110000002529,ZHAW,O0001,EA
110000002530,ZHAW,O0001,EA
110000002531,ZHAW,O0001,EA
110000002532,ZHAW,O0001,EA
110000002533,ZHAW,O0001,EA
110000002534,ZHAW,O0001,EA
110000002535,ZHAW,O0001,EA
110000002536,ZHAW,C0013,EA
110000002537,ZHAW,C0013,EA
110000002538,ZHAW,C0013,EA
110000002539,ZHAW,C0013,EA
110000002540,ZHAW,C0013,EA
110000002541,ZHAW,C0013,EA
110000002542,ZHAW,C0013,PAC
110000002543,ZHAW,C0013,EA
110000002544,ZHAW,O0001,EA
110000002545,ZHAW,O0001,EA
110000002546,ZHAW,C0013,EA
110000002547,ZHAW,O0001,EA
110000002548,ZHAW,O0001,EA
110000002549,ZHAW,O0001,EA
110000002550,ZHAW,O0001,EA
110000002551,ZHAW,O0001,EA
110000002552,ZHAW,C0013,EA
110000002553,ZHAW,E0003,EA
110000002554,ZHAW,E0003,EA
110000002555,ZHAW,E0003,EA
110000002556,ZHAW,E0003,EA
110000002557,ZHAW,O0001,EA
110000002558,ZHAW,C0013,M
110000002559,ZHAW,C0013,M
110000002560,ZHAW,C0013,EA
110000002561,ZHAW,O0001,EA
110000002562,ZHAW,O0001,EA
110000002563,ZHAW,E0003,M
110000002564,ZHAW,E0003,M
110000002565,ZHAW,O0001,EA
110000002566,ZHAW,O0001,EA
110000002567,ZHAW,E0003,EA
110000002568,ZHAW,O0001,KGS
110000002569,ZHAW,O0001,KGS
110000002570,ZHAW,O0001,KGS
110000002571,ZHAW,O0001,EA
110000002572,ZHAW,O0001,EA
110000002573,ZHAW,O0001,EA
110000002574,ZHAW,O0001,EA
110000002575,ZHAW,O0001,EA
110000002576,ZHAW,O0001,EA
110000002577,ZHAW,O0001,EA
110000002578,ZHAW,O0001,EA
110000002579,ZHAW,O0001,EA
110000002580,ZHAW,O0001,EA
110000002581,ZHAW,C0013,M
110000002582,ZHAW,O0001,EA
110000002583,ZHAW,E0003,EA
110000002584,ZHAW,E0003,EA
110000002585,ZHAW,C0013,M
110000002586,ZHAW,E0003,EA
110000002587,ZHAW,O0001,EA
110000002588,ZHAW,C0013,EA
110000002589,ZHAW,O0001,EA
110000002590,ZHAW,B0002,EA
110000002591,ZHAW,E0003,EA
110000002592,ZHAW,O0001,EA
110000002593,ZHAW,O0001,EA
110000002594,ZHAW,O0001,EA
110000002595,ZHAW,O0001,EA
110000002596,ZHAW,O0001,EA
110000002597,ZHAW,O0001,EA
110000002598,ZHAW,O0001,EA
110000002599,ZHAW,O0001,EA
110000002600,ZHAW,O0001,EA
110000002601,ZHAW,O0001,EA
110000002602,ZHAW,O0001,EA
110000002603,ZHAW,O0001,EA
110000002604,ZHAW,O0001,EA
110000002605,ZHAW,O0001,EA
110000002606,ZHAW,O0001,EA
110000002607,ZHAW,O0001,EA
110000002608,ZHAW,O0001,EA
110000002609,ZHAW,O0001,EA
110000002610,ZHAW,O0001,EA
110000002611,ZHAW,O0001,EA
110000002612,ZHAW,O0001,EA
110000002613,ZHAW,O0001,EA
110000002614,ZHAW,O0001,EA
110000002615,ZHAW,I0003,EA
110000002616,ZHAW,O0001,EA
110000002617,ZHAW,O0001,EA
110000002618,ZHAW,O0001,EA
110000002619,ZHAW,O0001,EA
110000002620,ZHAW,O0001,EA
110000002621,ZHAW,O0001,EA
110000002622,ZHAW,O0001,EA
110000002623,ZHAW,O0001,KG
110000002624,ZHAW,O0001,ROL
110000002625,ZHAW,O0001,ROL
110000002626,ZHAW,O0001,EA
110000002627,ZHAW,P0005,ROL
110000002628,ZHAW,O0001,EA
110000002629,ZHAW,O0001,EA
110000002630,ZHAW,O0001,EA
110000002631,ZHAW,O0001,EA
110000002632,ZHAW,E0003,EA
110000002633,ZHAW,E0003,EA
110000002634,ZHAW,E0003,EA
110000002635,ZHAW,E0003,EA
110000002636,ZHAW,E0003,EA
110000002637,ZHAW,C0013,EA
110000002638,ZHAW,C0013,EA
110000002639,ZHAW,C0013,EA
110000002640,ZHAW,C0013,PAA
110000002641,ZHAW,C0013,EA
110000002642,ZHAW,C0013,M
110000002643,ZHAW,C0013,EA
110000002644,ZHAW,E0003,EA
110000002645,ZHAW,E0003,EA
110000002646,ZHAW,E0003,EA
110000002647,ZHAW,E0003,EA
110000002648,ZHAW,E0003,EA
110000002649,ZHAW,E0003,EA
110000002650,ZHAW,E0003,EA
110000002651,ZHAW,E0003,EA
110000002652,ZHAW,E0003,EA
110000002653,ZHAW,E0003,EA
110000002654,ZHAW,E0003,EA
110000002655,ZHAW,E0003,EA
110000002656,ZHAW,I0003,EA
110000002657,ZHAW,I0003,EA
110000002658,ZHAW,I0003,EA
110000002659,ZHAW,I0003,EA
110000002660,ZHAW,I0003,EA
110000002661,ZHAW,P0009,EA
110000002662,ZHAW,I0003,EA
110000002663,ZHAW,I0003,EA
110000002664,ZHAW,I0003,EA
110000002665,ZHAW,I0003,EA
110000002666,ZHAW,E0003,L
110000002667,ZHAW,E0003,EA
110000002668,ZHAW,O0001,KG
110000002669,ZHAW,O0001,KG
110000002670,ZHAW,O0001,KG
110000002671,ZHAW,O0001,M2
110000002672,ZHAW,E0003,EA
110000002673,ZHAW,C0013,EA
110000002674,ZHAW,E0003,EA
110000002675,ZHAW,E0003,EA
110000002676,ZHAW,C0013,EA
110000002677,ZHAW,E0003,EA
110000002678,ZHAW,E0003,EA
110000002679,ZHAW,E0003,EA
110000002680,ZHAW,E0003,EA
110000002681,ZHAW,E0003,EA
110000002682,ZHAW,E0003,EA
110000002683,ZHAW,E0003,EA
110000002684,ZHAW,E0003,EA
110000002685,ZHAW,E0003,EA
110000002686,ZHAW,C0013,EA
110000002687,ZHAW,E0003,EA
110000002688,ZHAW,E0003,EA
110000002689,ZHAW,O0001,EA
110000002690,ZHAW,O0001,EA
110000002691,ZHAW,O0001,EA
110000002692,ZHAW,O0001,EA
110000002693,ZHAW,C0013,EA
110000002694,ZHAW,C0013,EA
110000002695,ZHAW,O0001,EA
110000002696,ZHAW,O0001,EA
110000002697,ZHAW,O0001,EA
110000002698,ZHAW,O0001,EA
110000002699,ZHAW,O0001,EA
110000002700,ZHAW,O0001,EA
110000002701,ZHAW,O0001,EA
110000002702,ZHAW,O0001,EA
